"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"704","PN_025025","D-Galactose | myo-Inositol | allo-Inositol | muco-Inositol | alpha-D-Talose | D-chiro-Inositol",225.0612234,"1.0845 | 0.9871 | 1.1773 | 0.9498 | -0.734 | 1.3208","-0.0243 | -0.0028 | -0.0078 | -0.0185 | -0.038 | 2e-04","[M+HCOOH-H]-",NA,"C6H12O6","180.0633903",NA,NA,4953585,3212222,354594,1409751,3664259,2658949,6936698,2815467,2031453,1251874,3118726,2012391,608006,4686171,2982923,1890362,3951154,4103530,3259431,4689624,2428851,2276729,4827517,3992883,712508,2655371,2257978,2258665,4418124,6965191,570866,3590626,4289444,2270799,4966757,3200941,5327635,4839927,5528689,2407780,6724445,4715806,1944497,4156875,6410634,2629116,4047080,5859707,3719555,7903035,7471667,2959622,6518529,5692885,3031821,6276693,7533853,4475613,6234899,6398687
"705","PN_026274","Saccharopine",275.1249963,"-0.2115","-0.0013","[M-H]-","L-Saccharopine|N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid|N6-(L-1,3-Dicarboxypropyl)-L-lysine","C11H20N2O6","276.1321378",NA,NA,498881,299817,138391,198788,110899,190815,537921,248936,215091,131609,118537,146296,208426,172929,137023,143022,94655,165319,420610,179406,135653,189398,96690,143612,159420,143676,133396,148571,66279,98970.68,140361,172838,217107,172559,159031,121933,192289,223709,134457,132668,101021.81,106566,163962,273197,147473,93167.58,123673,99853.23,257545,99987.17,132312,85700,99047,124635,195575,210606,142815,189791,89870,89459.74
"706","PN_026482","Suberic acid",173.0809774,"1.0434","-0.0011","[M-H]-","Octanedioic acid|1,6-Hexanedicarboxylic acid|1,8-Octanedioic acid","C8H14O4","174.0892103",NA,NA,330510,290514,172779,378819,229752,352388,243176,299604,239018,259489,246425,152225,287233,303168,205060,662026,421844,452732,364908,237393,337748,231852,259939,599759,257720,268676,241209,257940,216204,270898,194797,358206,252849,329203,601470,217601,252016,264841,229651,230130,321964,229303,206848,197375,317802,306091,164646,889388,240762,345555,247252,220365,240772,370996,267078,252397,243269,420258,272099,343312
"707","PN_026818","Uric acid",167.0198753,"-0.8948","-0.0127","[M-H]-","7,9-dihydro-1H-purine-2,6,8(3H)-trione|2,6,8-trioxopurine|purine-2,6,8(1H,3H,9H)-trione","C5H4N4O3","168.0283399",NA,NA,648212,463983,297580,309483,471155,1413591,489996,431135,581861,315018,678748,438828,229555,684973,456111,599241,557771,845617,458684,594881,1453991,883434,635142,1253761,255391,83568,305625,542384,614509,1788211,205921,1016302,220766,957248,1291397,774955,265688,1175361,959358,436657,2855321,690403,241295,810292,1433308,1032515,562392,984346,3735440,2178866,1253652,573719,773559,526186,370923,822761,1694179,1481686,680454,2419607
"708","PN_027202","Uridine 5prime-monophosphate",323.0281989,"-1.8962","-0.0401","[M-H]-","UMP|Uridylic acid|Uridine monophosphate|5prime-Uridylic acid|5primeUridylic acid","C9H13N2O9P","324.035867",NA,NA,4568915,16891346,7556080,17481534,28521442,12886402,4380509,14833766,5302148,13719477,4723206,7767630,13418582,30361784,9782658,3429623,5656572,3563703,10622325,21435536,35549292,37736596,17238426,3678711,2344846,31451506,12156102,34313376,29031956,12658858,2208952,15270102,22031462,60076988,34893028,5062067,7549806,7267480,11608062,22850728,11358503,7586710,7642085,30076466,6338811,44874776,5829869,10387591,22050784,14149327,7888064,2772648,9699322,5970564,8736440,7202192,7158105,18590242,7810368,7206924
"709","PN_027218","Xanthine",151.0248913,"-4.1373","-0.0083","[M-H]-",NA,"C5H4N4O2","152.033425",NA,NA,394436,459177,205283,164551,427187,397971,338574,489342,385129,199152,508353,290635,178869,1032762,422252,441916,576608,380708,250853,928474,654454,467090,780673,436172,146644,389766,321328,404840,535120,1204498,109372,737710,791734,470202,852758,502423,298237,706038,1044185,390411,1223950,593986,248563,509949,717237,563381,467821,736740,960401,1635049,973631,388413,930943,512052,263442,744550,842203,970829,957960,635307
"710","PN_027506","Heptanedioic acid",159.0652525,"0.0747","-0.0116","[M-H]-","6-CarboxyhexanoatePimelate|Pimelic acid","C7H12O4","160.073559",NA,NA,97013,98215,58219.32,109615,85527,123440,73012,103781,69444,82209,89049,43183.33,81065,120219,74838.45,251207,141186,151596,109031,105101,106728,90686,99203,185858,66667.03,82884,60034,82173,92740,104139,46826.35,109360,86943,107555,153189,96781,79260,134056,87524,82834,163196,89145,52877.72,82886,87507,103843,79238,252935,85368,184379,91025,77253,131530,140781,74072,120595,101555,164088,135341,147421
"711","PN_027554","Cytidine triphosphate",481.9774526,"-0.7127","-0.0094","[M-H]-","CTP|Cytidine 5prime-triphosphate","C9H16N3O14P3","482.984512",NA,NA,25707180,18653950,3684494,11774779,19334764,22274892,14803688,18632792,2507615,1948773,11962302,2095200,1958192,9404375,16576163,2376343,6357294,19203606,14171250,9846121,18119080,7047720,16476996,2484671,3418645,2236714,2449567,2432203,13947686,25237726,1542089,14391686,11640980,8934175,14073915,10460950,16117028,4122493,18474510,12863838,21326900,2492181,7544330,3682147,18640112,21563730,5872412,14522060,15529424,9808618,17774580,1814292,2431340,3526527,17652670,2223559,15317156,16073498,10279128,23605796
"712","PN_027714","Deoxyadenosine diphosphate",410.0269907,"-0.42","-0.0439","[M-H]-","2prime-Deoxyadenosine 5prime-diphosphate|dADP","C10H15N5O9P2","411.0345",NA,NA,394383,1353114,102739,372800,1005650,1118210,204435,1010730,473355,111949,556757,112686,154118,3609545,1290503,124296,1004638,523271,626617,3400490,2243641,1472939,1952300,225016,102524,253457,317031,343705,2726485,3082515,65034.65,1713810,2242895,1584088,2916403,533932,201715,949240,1561269,543668,4724075,869250,180539,322587,1023992,1889326,336966,2980922,638048,3187496,1501447,155867.6,1055029,1277946,619699,362299,2015554,1838245,1917488,1889013
"713","PN_028626","D-Fructose-6-phosphate | myo-Inositol 2-phosphate | alpha-D-Mannose 1-phosphate | alpha-D-Glucose 1-phosphate | alpha-D-Glucose 6-phosphate | alpha-D-Galactose 1-phosphate",259.022273,"-0.1654 | -0.1541 | 0.3237 | -0.8107 | -0.8803 | 0.0611","-0.0179 | -0.0263 | -0.0208 | -0.0264 | -0.0205 | -0.0291","[M-H]-","D-Fructose-6-phosphoric acid|Neuberg ester","C6H13O9P","260.0297",NA,NA,1290678,333824,376811,983347,697610,2866931,1325410,498578,490522,428773,2569700,150153,338026,2268003,591370,932778,559173,286248,979557,3059133,483234,1761059,645433,828350,923426,135170.95,256116.81,554198,359073,674645,341063,2514329,2053972,1667709,298668.1,895367,989067,297590,299023,789369,299024.51,579468,1009038,87287.64,301137,1770643,102753.13,349783,1166528,348336,321491,105832,411640,477621,988773,106893.67,498583,687192,439983,3114123
"714","PP_013297","S-(2-Carboxyethyl)cysteine",194.0477958,"-2.449","-0.0049","[M+H]+",NA,"C6H11NO4S","193.040879",NA,NA,2745728,4213308,1887558,3881890,6359465,6847889,2905584,4203964,4121935,3429741,6859743,5019515,3048968,8443410,5622657,6216090,11277551,7422102,2756666,6741886,4437699,5741169,8394513,9665904,2894349,6464043,5413799,7434962,10216794,8693557,1876382,5303057,6356740,5763562,8563013,7783340,5064574,10597628,9079491,7787542,13899691,12761962,2983847,7793224,6518687,5365369,8402146,10823136,6130248,12982858,10694096,7986818,15325914,14309362,3355232,9433040,8139381,7718728,11251072,11322190
"715","PP_030481","3-(1H-Indol-3-yl)-2-(trimethylammonio)propanoate",247.1438316,"0.5255","0.0179","[M+H]+",NA,"C14H18N2O2","246.1368278",NA,NA,111473,171740,67742.67,91815,224365,221416,100465,181452,115076,70559,193414,121617,77192,334268,201252,147147,247250,290971,119792,330588,257198,189301,268361,273908,69818,162729,129721,162247,280443,408028,50803.84,253990,314770,218171,358544,279830,90594,191832,288856,141404,447742,305623,72238,180629,309619,218247,240661,416489,138452,499641,356767,174820,396890,397399,139484,255586,364252,324829,372928,469632
"716","PP_032065","6-Hydroxy-4,4,7a-trimethyl-5,6,7,7a-tetrahydro-1-benzofuran-2(4H)-one",197.1169739,"-2.0938","0.0187","[M+H]+",NA,"C11H16O3","196.1099444",NA,NA,232914,735481,101747.2,383170,816057,133592,103973,867504,157836,213281,947974,333017,112071,1109163,454638,125204,280051,102199.4,704132,187480,86856,444202,514400,516682,111910,1247818,648336,767250,246800,424991,78058,689191,747819,175183,885330,164440,209688,493925,336144,493213,746803,106886.4,99984,215070,223109,855278,504242,560791,462025,1094870,324962,707650,807624,742914,488811,785902,103151,1093877,693336,216647
"717","PP_034919","(3-Carboxypropyl)trimethylammonium",146.1172487,"-1.0081","0.0292","[M]+",NA,"C7H16NO2+","146.118104",NA,NA,8307703,12128345,5100418,8047280,13215592,13547375,8537179,13503113,9041932,6007226,13569173,8098540,6755897,18190612,12242220,8849135,15558726,16259350,9015938,17369112,14300582,11584657,16324388,13418226,5448330,9515000,9031251,9432609,16537078,17433148,4849245,15652772,16785252,12379070,19825786,17092508,7654140,16518411,17243792,11161297,22013716,16770250,7472326,11003194,18048490,13558820,13943506,22291450,10779301,24531080,19221776,9954582,21211588,21023016,9881168,15279426,20055580,18742966,22677932,25783482
"718","PP_035017","Homoserine lactone | 1-Aminocyclopropanecarboxylic acid",102.0552535,"-1.2693 | -0.7949","0.0245 | -0.0166","[M+H]+","alpha-Amino-gamma-butyrolactone","C4H7NO2","101.047679",NA,NA,16079848,13896422,6109440,8759246,13775367,19901868,13387679,12879402,7968788,7794892,21200760,5816690,4525013,25648882,10401164,7078754,7838005,17786692,14435864,24556314,21475204,21850608,13905280,6931118,5902518,9842991,6333342,8426418,12225862,21521028,3667524,23668130,24726976,22283334,22393542,9660518,10070491,6984648,16166960,12193627,23453996,7680094,6827174,9372786,16585332,20172840,9146500,27168942,12188308,27994074,21764452,6838480,7185330,8332816,11705939,9816621,16976886,26288832,6975905,27408548
"719","PP_035257","1-Methyl-4-Imidazoleacetic acid",141.0655566,"-2.4842","-0.0298","[M+H]+","Methylimidazoleacetic acid|Tele-methylimidazoleacetic acid|1-Methylimidazole-4-acetate|Methylimidazoleacetate|(1-methyl-1H-imidazol-4-yl)acetic acid","C6H8N2O2","140.058578",NA,NA,311132,297271,122173,256481,300373,403546,247884,359851,298910,159073,388448,185253,213168,730929,460105,353213,496855,416553,385040,732708,571970,558210,466637,403721,198669,164371,203756,240753,324539,443974,112802,464314,531391,352410,550399,471132,231896,323558,345628,246522,651834,490685,201512,237395,395293,292052,177230.4,500405,76673,782484,455625,143154,575485,471818,223930,217088,430906,481312,525363,565032
"720","PP_035327","1-Methylnicotinamide",137.0706955,"-2.3017","0.0106","[M]+","3-carbamoyl-1-methylpyridinium|3-(Aminocarbonyl)-1-methylpyridinium|Trigonellinamide","C7H9N2O+","137.071488",NA,NA,25714560,29679612,9187444,9924910,20524766,26401306,26991918,28783062,13885390,13352279,28215592,14848856,12013160,48562764,22220876,12644525,17177952,32137754,20868834,45432288,30016798,25079324,19235016,21632646,8387567,22601754,15495104,12501399,20660730,33629640,10227708,33069668,41736960,24805256,35125524,17302116,15344443,25207384,35795036,12028952,36493724,22919848,7226743,27111866,37569548,20993212,21732702,41505744,16187612,70299504,47601700,19595218,30320880,29316934,17860944,37182148,33718504,34375684,23738786,51618772
"721","PP_036961","5-(2-Hydroxyethyl)-4-methylthiazole",144.0476756,"-0.0096","-0.0555","[M+H]+","4-Methyl-5-(2prime-hydroxyethyl)-thiazole|4-Methyl-5-(2-hydroxyethyl)-thiazole4-Methyl-5-thiazoleethanol","C6H9NOS","143.040485",NA,NA,210457,575574,111611,131867,519008,422664,107477,341699,261390,163531,712674,187305,69349,1163618,134208.67,154862,804823,698567,104341.03,1519972,522374,978874,580539,493322,65315,349566,287260,225055,2139246,969857,74430,462574,1683655,496512,138209.11,319142,72750.52,924982,899123,623055,1749527,425394,21614.69,1280472,1064538,314138,1100476,1121027,135306.81,1400881,1263213,388490,1858721,684268,410026,805204,483619,341450,1131516,1098179
"722","PP_036985","4-Pregnene-11-beta-17-alpha-diol-3-20-dione",347.2207404,"-3.4317","0.0162","[M+H]+",NA,"C21H30O4","346.214411",NA,NA,27539874,17277624,6626001,14560882,16176251,21925262,17454778,14557028,14563114,8666654,11497772,9425176,12406419,17737314,13963977,13236631,12499252,11428036,21089720,16412596,23929444,17752120,14332381,13804117,15535774,10246371,11073368,11313690,15352819,20426490,10694634,22434696,19570192,16608294,17198594,13615078,14495485,14047564,13451765,13472927,16221381,12615410,16507315,9229546,12884899,20084774,6858923,16009066,14776627,18192348,13777597,9141936,11657534,12798022,17524374,9095627,14757643,19070330,12049195,17256664
"723","PP_037201","5-Aminopentanoic acid",118.0862327,"-2.2214","0.051","[M+H]+","5-Aminopentanoate|5-Aminovaleric acid","C5H11NO2","117.078979",NA,NA,14781797,27445736,8828604,11353876,19515372,24658040,14938145,33581076,17668868,9344934,23038092,15877958,12359439,44003972,22230790,16542227,26604560,32173674,16100954,49439552,27898102,20622126,27538920,30999968,11033414,25120996,14305570,14166826,29883680,37557300,7452013,29670508,43220316,20563172,41076092,31726700,15593882,39707844,32522628,16615472,50273500,35769496,11894750,28486068,34793456,20557294,28748410,43092520,20254142,47633212,35121952,15982280,36468456,37950108,20405378,24963552,33272534,27960796,42413968,45354436
"724","PP_038329","L-Argininosuccinic acid",291.1292954,"-1.5717","-0.0043","[M+H]+",NA,"C10H18N4O6","290.122636",NA,NA,3186559,3212089,1883366,1822970,3248233,4893278,3871700,3710575,2423791,1498488,5211698,1538981,768655,4899988,2963684,2241676,1915486,4735695,2139721,4949252,5438880,5642284,3109208,2760462,1384291,1839948,2243893,3083916,2912706,6241887,700066,5742703,5299095,5249131,5819675,3136908,2487385,2244516,6474035,2310977,6291145,1696673,1748733,1734922,5950745,4748786,2032200,6678234,2649341,8840935,6916871,1647272,1949896,2198999,2958536,3356645,5360317,5608078,2726576,7613540
"725","PP_038617","Betaine",118.0863207,"-0.8667","-0.0188","[M+H]+","Glycine betaine|N,N,N-Trimethylglycine|Trimethylaminoacetate|Trimethylammonioacetate","C5H11NO2","117.078979",NA,NA,29640614,21121236,8072854,10452962,16670493,26958232,27010980,20687658,14932576,9626086,29510132,9090216,10999519,38480132,18348534,15708635,23575946,27985390,24084928,37923728,32096458,27274874,18738790,14823823,11534292,11429724,12273158,13340048,17805434,37106244,8199653,40539676,35769716,27098272,38873424,19973786,23309006,22902558,32538624,17164642,55766176,20274570,13340098,19063202,36072856,28176256,22599876,52788004,20644650,65387644,41036968,14110588,27317858,27098116,22001338,21833236,32543674,46400140,35978644,62309348
"726","PP_038737","Caffeine",195.0875097,"-1.0728","-0.0037","[M+H]+","1,3,7-Trimethyl-3,7-dihydro-1H-purine-2,6-dione|1,3,7-Trimethylxanthine","C8H10N4O2","194.080375",NA,NA,145589,190303,109716,195115,263472,122628,123349,211572,115598,116873,348830,120397,93400,222220,130491,435417,192809,109983,160711,106664,97790,207567,165530,186680,137138,298147,170085,299183,124780,132980,71607.76,164505,157086,235391,260987,101712,108813,161650,129097,224850,177460,85449,97084,122502,174184,262635,123525,178882,210622,214594,109673,186849,188753,203476,193754,236863,92245,258043,249233,126500
"727","PP_038879","Choline",104.107209,"-1.8927","0.0154","[M]+","Bilineurine","C5H14NO+","104.107539",NA,NA,96513096,145342528,78628960,100014584,149518640,143019440,102247688,121738520,129130224,78485008,152456112,91013944,78575568,141371984,161988672,107501272,118336872,120437832,87966424,156827760,210650944,129381912,133188320,120120248,76258344,138531792,109709264,118552944,135496368,109338696,58053480,173308080,162967088,147855184,164226944,125318144,71746456,131832040,160283648,102438152,69852512,70317152,77302528,108305184,160087104,101361800,63430156,83514232,100026152,200966177,172653936,70594016,59829852,74658224,97111040,163825712,165425184,115245928,60527812,79294752
"728","PP_039001","Creatine",132.0765228,"-2.1976","0.0044","[M+H]+","Methylglycocyamine|alpha-Methylguanidino acetic acid","C4H9N3O2","131.069476",NA,NA,102408184,159013360,62043568,88631416,152508304,136175200,100541536,150049344,97382192,56263472,153586480,66772468,53987404,191962080,143318048,72798928,152015631,156424240,119708392,192216831,166043392,120008976,168130608,92582496,61200404,105996656,90401352,89983624,176724993,198333408,38119144,166162464,202804608,136131680,198113600,162007120,94424752,171628976,196188849,129691008,249098144,118253232,87975040,122708304,184909952,141674304,140597408,205661936,140926352,317794688,208753392,88734784,142116464,142815248,125077296,134015080,181419072,177962224,157835648,284014145
"729","PP_039025","Creatinine",114.0664063,"-0.3392","0.0277","[M+H]+","1-Methylglycocyamidine","C4H7N3O","113.058911",NA,NA,6826439,10058119,3572670,6054103,10160593,10831353,9431507,9492583,4531718,3834799,11497864,3724196,2203810,12926733,11004527,4681153,9159218,12052936,7755499,12065522,12111447,11744942,9935377,6563237,2871141,5636884,3746963,4974671,11750903,15209193,1932482,11048228,12893051,10844220,12872679,10071378,7707294,11241279,12879101,9537589,12401001,8157979,4716687,8781879,15668637,10566761,9260316,12867057,7274840,15379165,14949097,5850463,9048269,8206691,7137776,9435611,15232511,14042577,10051295,14602141
"730","PP_039241","Cytosine",112.0506231,"-0.9806","0.0095","[M+H]+","4-Amino-2-hydroxypyrimidine","C4H5N3O","111.043261",NA,NA,506807,590706,72987.14,163304,330148,334432,422538,591828,300242,45634.84,536225,56495.38,169791,1531123,442656,158054,195386,380117,579568,1336935,1031256,575327,293645,138301,156520,66135,209863,231151,307634,556502,60892.3,1025690,1582146,670322,859450,284816,390315,447158,856885,278751,968585,151778,226066,111759.18,523301,836604,111936.38,567770,399899,1266038,599196,74394.93,159101,173767,424874,105680.02,381393,733709,281440,627150
"731","PP_039697","Norleucine",132.1018232,"-0.9672","0.0194","[M+H]+","(S)-2-Aminohexanoic acid|L-2-Aminohexanoate|L-2-Aminohexanoic acid|L-Aminohexanoate|L-Aminohexanoic acid|L-Norleucine","C6H13NO2","131.094629",NA,NA,240810368,211907375,116302992,169381504,254981472,327794303,183506160,236182048,197454544,145135664,277876415,202895344,105821968,350288256,221516240,199366096,306036993,296404095,176281376,354044671,360928641,279516223,279734464,296096064,121821904,210963055,186674432,232137872,294528704,433442239,96535776,328912576,380232832,309172416,321693633,323841665,151738976,306939264,317786943,240594992,445994816,295269568,172734128,239474369,331377728,323684607,248179584,356692352,211241072,443047681,299242561,230478831,315719104,324909440,224442096,319029696,383847359,419804415,387277568,468780416
"732","PP_039769","(S)-Piperidine-2-carboxylic acid",130.086128,"-1.2529","-0.0108","[M+H]+","2-Piperidinecarboxylic acid|L-Pipecolate|Pipecolic acid|Pipecolinic acid","C6H11NO2","129.078979",NA,NA,612458,1274886,606135,735450,1394325,979803,898860,1416889,883024,792630,1657590,1117402,709094,1878780,1271696,1075770,1836752,1601969,791574,2310398,867469,1065087,1971909,1841480,552954,1668893,969871,989372,1592906,1198151,545828,1170142,1429103,1154249,1911639,1683993,652676,3204723,1399074,1007544,2197290,2312732,638085,2872437,1742681,812986,2420038,2177631,1123767,2808736,1961641,1477056,3037947,2791942,941211,2817193,2181842,1387793,3210718,2519128
"733","PP_039865","D-2-Aminoadipic acid | N-Methyl-L-glutamic acid",162.0757354,"-1.8858 | -2.0647","-0.0024 | 0.0286","[M+H]+",NA,"C6H11NO4","161.068809",NA,NA,5732375,6302423,1640511,3739257,5720700,4334883,6656545,6926191,4021376,1942757,5596746,2374042,3053581,6855240,5449016,3766125,5487361,5670104,6471474,6655866,5814202,4625955,6247608,4256689,3468752,2611980,3320438,3524995,5535758,5543572,1690901,5645494,6131305,4720681,6282884,5445883,5174517,6400708,7624975,4839412,6884124,5260928,4928041,3908649,7057644,4876851,3080044,6846305,7999840,9365404,8346099,2992952,6348513,7020342,7207736,5768879,8172546,7488727,8982677,8892143
