"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"662","LP_38263","TAG 66:10",1056.892228,NA,NA,"[M+NH4]+",NA,"C69H114O6","1038.86154","Triacylglyceride","22:3/22:3/22:4 | 22:1/22:4/22:5 | 18:1/22:4/26:5 | 18:0/22:4/26:6 | 18:1/22:3/26:6",661583,1345045,2004491,898391,959199,1264798,665627,1243984,1841640,1152360,1450709,1584542,1330914,1829317,2538579,2082336,1637598,1826612,1423756,1421840,2539557,2455663,1749436,1929567,1238070,2540584,2517826,1815782,1913514,2600812,1452474,2708704,2278020,2406222,1910500,1545418,2242624,1047919,1800769,3343465,1188947,1349605,2315527,1057047,2012576,3261609,2013658,2030774,1129679,134444,626849,1681874,242909,263681,1282738,222034,784003,1412709,358746,551405
"663","LP_38298","TAG 66:9",1058.908829,NA,NA,"[M+NH4]+",NA,"C69H116O6","1040.87719","Triacylglyceride","18:1/22:5/26:3 | 18:1/22:4/26:4 | 18:1/24:3/24:5 | 18:1/24:4/24:4 | 18:2/22:4/26:3 | 22:3/22:3/22:3 | 20:1/22:5/24:3",547742,1197638,2118227,911624,645378,1001714,541689,951003,2083521,881931,962727,1531101,1595031,1966586,2829400,2887518,1843814,2282831,1687272,1618779,3301179,2350349,1942738,2379306,1410896,3396015,2893151,2176516,1995789,2597290,1656365,3177866,3207501,2974881,1718100,2222879,2755150,848232,1597118,3443301,854160,1104023,2734356,785333,1867802,3432049,1259851,1630800,1262181,111540,453212,1180620,198614,196031,1275050,165938,495472,1124934,211865,398604
"664","LP_38299","TAG 66:9",1058.90758,NA,NA,"[M+NH4]+",NA,"C69H116O6","1040.87719","Triacylglyceride","20:4/20:4/26:1 | 18:1/22:6/26:2",254182,632862,704904,432383,454609,768369,268382,593684,621723,316398,763280,974678,396968,1087355,1237642,953245,1467233,2007587,498797,1156071,1493955,910982,1387387,2082301,183990,1120333,1068288,912544,1274792,1724049,215002,1386716,1571964,1352170,1617605,1774252,401257,251286,535764,1134807,281586,389016,379368,208559,704915,1036087,380830,485908,291442,15898.69,94958.82,221176,32874.56,29935.28,321051,22721.12,83562,301218,43074.73,70620
"665","LP_38328","TAG 66:8",1060.924323,NA,NA,"[M+NH4]+",NA,"C69H118O6","1042.89284","Triacylglyceride","18:1/22:5/26:2 | 18:1/22:4/26:3 | 18:2/22:4/26:2 | 18:1/24:3/24:4 | 20:1/22:4/24:3 | 18:2/24:3/24:3 | 18:1/22:1/26:6 | 18:2/22:5/26:1 | 18:0/22:5/26:3 | 18:0/22:4/26:4 | 20:2/20:2/26:4",814343,1798229,2504120,991016,1196016,1850014,816151,1328594,2340677,1360456,1822109,2748506,1656585,2762735,3221066,3487056,3286068,3506276,1693828,2488548,4165484,3055556,3391528,3531961,1227527,3909593,3629984,2954074,3552901,4401351,1796244,3658898,4048659,3615738,2989292,3531169,2463515,995799,1569591,3621885,933029,1445919,2694662,777562,2281610,4066893,1652667,2265328,1114172,78795,418701,1287818,173263,188442,1253668,137435,490267,1411032,228669,481414
"666","LP_38329","TAG 66:8",1060.923505,NA,NA,"[M+NH4]+",NA,"C69H118O6","1042.89284","Triacylglyceride","18:1/22:6/26:1 | 18:2/22:6/26:0",736148,1750080,2069014,1058736,1445256,2614776,701675,1607327,1820075,1155006,2615300,2910496,1192212,2935396,3249438,2733854,4134501,5412160,1412664,2894774,3816838,2500548,4393929,5462866,723144,3362959,3202102,2519146,4704860,5773347,962989,3526740,4691572,3448897,4808716,5545662,1393726,1085184,1811237,3335528,1188444,1761219,1425687,951016,2692862,3676748,1676518,2051020,1125189,113500,459107,1210514,237499,193204,1073454,171195,556628,1586068,315399,513038
"667","LP_38347","TAG 66:7",1062.940655,NA,NA,"[M+NH4]+",NA,"C69H120O6","1044.90849","Triacylglyceride","18:1/22:5/26:1 | 18:1/22:4/26:2 | 18:1/22:3/26:3 | 16:0/24:5/26:2 | 20:3/20:3/26:1 | 18:2/22:4/26:1 | 18:0/22:5/26:2 | 18:1/24:1/24:5 | 20:1/22:5/24:1 | 18:1/24:3/24:3 | 18:2/22:5/26:0 | 18:0/22:4/26:3 | 18:1/24:0/24:6",1384198,3568420,4239530,1849815,2428021,3425704,1629406,3100366,4093418,2446238,3894236,5406634,2899054,5471384,6939482,6126948,6885520,8033222,2842382,5871256,6679670,6102192,6515332,7378614,1944981,7355990,6480724,6008955,7878873,8865538,2617695,6930626,7500467,6555200,6935713,8664000,3697332,1718257,3438158,7166189,1852160,2699358,4141289,1793726,4204370,6317035,3917380,4411575,1747158,122570,700561,2451747,283588,214701,2361340,253374,944046,2231510,437002,784563
"668","LP_38348","TAG 66:7",1062.940128,NA,NA,"[M+NH4]+",NA,"C69H120O6","1044.90849","Triacylglyceride","18:1/22:6/26:0",630081,2115524,1865911,829981,1228772,2057806,626907,1741018,1704295,976387,2021780,2568351,1074651,3916379,3254070,2873102,3883136,5544264,1260812,3345765,3968181,2914986,4627904,5261787,584101,4942177,3957666,2396931,4636148,7448456,820746,4944616,5675924,4047330,5361666,6285820,1598608,1091928,2852326,4096324,1164644,2159073,1925178,1390921,4074309,4648238,2313478,3218400,1467450,144806,720670,1689437,321292,211248,1542783,322229,925170,2415452,400528,778173
"669","LP_38369","TAG 66:6",1064.957108,NA,NA,"[M+NH4]+",NA,"C69H122O6","1046.92414","Triacylglyceride","18:1/22:5/26:0 | 18:1/22:4/26:1 | 18:0/22:5/26:1 | 18:1/24:0/24:5 | 16:0/24:6/26:0 | 16:0/24:5/26:1",1653304,4208936,5365266,2282301,2959683,4159010,2037998,4359537,4374921,3156022,4547620,6034880,3386430,5817005,9129991,7401770,7309169,9169794,3516906,6475547,7617492,7140122,6776451,8706506,2737650,9277968,8233038,6776610,9415969,9588040,3366988,9000868,10490513,7878046,7849454,11155946,4568022,2741979,5801466,8484624,2816526,4366034,5273033,2748916,7793168,9473384,5308164,6149734,2677562,305928,1411514,3897530,594810,545830,3813959,585248,2047778,3800568,981386,1500209
"670","LP_38401","TAG 66:5",1066.973311,NA,NA,"[M+NH4]+",NA,"C69H124O6","1048.93979","Triacylglyceride","18:1/22:4/26:0 | 18:0/22:5/26:0 | 18:0/22:4/26:1 | 18:1/22:3/26:1 | 18:1/24:0/24:4 | 18:2/22:3/26:0 | 18:0/24:0/24:5 | 16:0/22:5/28:0 | 16:0/24:5/26:0 | 16:0/24:0/26:5",1213048,2352874,3581220,1390556,1757614,2157442,1332448,2634818,3028684,2013114,2674853,3414366,2142079,3249826,5130345,4743607,3753789,4966688,2301542,3964738,5355784,4609580,3771666,4938838,2000464,5662570,4846656,3789747,5351222,5514504,2398796,5609847,5945270,4237167,4016236,5666791,3097355,1503260,3026314,5277900,1800383,2698041,3503273,1692972,4824730,5684028,2797910,3628006,1745605,289661,1229974,2643915,696505,378690,2105046,565864,1576673,2548086,986789,1360829
"671","LP_38415","TAG 66:4",1068.989751,NA,NA,"[M+NH4]+",NA,"C69H126O6","1050.95544","Triacylglyceride","18:1/22:3/26:0 | 18:0/22:4/26:0 | 18:1/20:3/28:0 | 16:0/22:4/28:0",244151,552365,686322,264673,372232,457988,260681,495756,616616,408679,580860,705490,409295,611674,1023134,979420,758353,1050544,471323,793822,928058,765189,913885,1073616,388490,1204961,920656,667692,913436,1148247,481748,1117972,1166548,776442,786426,1249028,725360,380047,970426,1156602,447600,764888,812039,462163,1391556,1231546,782805,1186157,472367,78891,364160,698890,258269,123873,558975,172472,503387,775335,349815,409321
"672","LP_38433","TAG 66:3",1071.005268,NA,NA,"[M+NH4]+",NA,"C69H128O6","1052.97109","Triacylglyceride","18:1/24:1/24:1 | 22:1/22:1/22:1 | 18:0/24:1/24:2 | 18:1/22:1/26:1 | 20:1/20:1/26:1 | 18:0/24:0/24:3",127250,243934,218377,94453,154731,219383,117364,163411,208978,95746,228341,295276,179910,378412,361575,298997,406371,537140,214290,391055,387023,267177,392160,607268,140226,561436,414677,248691,721840,1038618,134156,527402,690300,321243,529904,692215,315720,317110,699952,586835,451306,733882,368231,334678,932871,609127,516858,835858,353229,84155,368754,559589,235870,109773,348349,166512,414643,703602,278096,456439
"673","LP_38460","TAG 66:2",1073.020788,NA,NA,"[M+NH4]+",NA,"C69H130O6","1054.98674","Triacylglyceride","18:1/24:0/24:1 | 18:1/22:0/26:1 | 22:0/22:1/22:1 | 16:0/24:1/26:1 | 18:1/22:1/26:0 | 18:0/24:0/24:2 | 18:0/24:1/24:1",165548,238331,236307,105060,241739,264508,162586,240531,196429,128621,288754,308312,193420,401242,391065,307042,444727,586973,258161,455371,480586,280262,377136,659039,177687,555768,433821,256481,694124,1080391,174273,559115,752953,310514,603360,718915,427214,387756,763069,667934,598717,903516,341981,402165,1032395,823647,601248,967332,406880,123584,474591,670786,278853,136658,468286,222631,523183,771745,398059,621326
"674","LP_38488","TAG 66:1",1075.036178,NA,NA,"[M+NH4]+",NA,"C69H132O6","1057.00239","Triacylglyceride","18:1/24:0/24:0",97113,71968,73803,38838.68,138754,140400,71187,60516,69278,40502.42,104117,74415,53463.99,122464,101082,62655,118240,130980,110602,225844,250724,79923,67302,130704,101716,128517,111171,66798,140342,440667,84058,304888,308907,103010,273774,120723,230554,174220,182264,131651,459191,276547,148163,146105,252437,536753,172955,275170,165485,92198,244694,224092,120707,143878,195248,57139,178930,504048,147589,377751
"675","LP_38513","TAG 67:7",1076.956607,NA,NA,"[M+NH4]+",NA,"C70H122O6","1058.92414","Triacylglyceride","18:1/22:5/27:1",108685,213380,328774,138668,151402,234423,95180,242623,283865,153925,224816,309597,210751,414696,467372,305803,398696,494690,232386,345301,505049,297636,441981,496698,123306,457572,458607,288535,460992,555472,145362,532437,592170,391634,549002,498355,264978,189735,335074,392289,225055,305988,272666,211296,439360,439867,284990,340325,161118,28257.09,119283,199116,55669.76,48069.08,199512,40229.76,135953,223825,57339,97577
"676","LP_38625","TAG 68:8",1088.956528,NA,NA,"[M+NH4]+",NA,"C71H122O6","1070.92414","Triacylglyceride","18:1/24:6/26:1 | 18:2/24:1/26:5",145330,383923,594309,197521,292061,414092,148290,435164,425925,251606,456783,610485,240175,631607,876259,554565,898896,1107347,345678,750748,910773,621816,753566,1000483,264099,988083,759884,627692,1235584,1338938,307355,800718,1156340,693717,901057,1476482,496229,567635,907771,1160761,628673,934709,468814,576860,1403405,1308020,1118184,1060692,347517,70365,329490,816705,136559,147552,534372,109028,435943,671042,207994,303176
"677","LP_38640","TAG 68:7",1090.972967,NA,NA,"[M+NH4]+",NA,"C71H124O6","1072.93979","Triacylglyceride","18:1/22:5/28:1 | 18:1/24:6/26:0 | 18:1/24:0/26:6",146599,407692,497731,176700,355574,454077,175693,372144,413939,313512,563854,707058,332076,537599,787542,748317,902297,985147,320550,674047,693940,671474,814518,983645,249446,1120994,738715,691560,1183526,1236026,332728,726262,899309,599534,784144,1141124,552877,501237,1022818,1015598,484542,978920,530361,441176,1487760,1020772,897142,871351,368595,82612,420884,845896,164249,159039,460229,139194,579857,543244,236852,381691
"678","LP_38656","TAG 68:6",1092.990047,NA,NA,"[M+NH4]+",NA,"C71H126O6","1074.95544","Triacylglyceride","18:1/24:5/26:0 | 18:1/22:4/28:1",149053,408382,527768,191569,264652,312021,179107,376824,422496,277549,441683,541052,341913,561829,738477,758545,665303,791648,303637,623113,741826,636747,587161,845485,278067,1046458,830649,603658,992714,1169661,367136,903284,994839,619192,740647,1164256,611576,409409,883832,1298410,512863,776949,662072,393964,1216892,1127266,788821,1119778,505157,91818,361626,876924,216074,127664,483738,175322,472262,767791,287571,409132
"679","LP_38670","TAG 68:5",1095.006357,NA,NA,"[M+NH4]+",NA,"C71H128O6","1076.97109","Triacylglyceride","18:1/24:4/26:0",63012.79,132965,188257,72494.56,93158,95678,57081,116963,174632,112190,120279,153896,147781,191555,316110,267790,199099,236485,135812,170242,284530,199344,202256,264471,121675,455633,383863,240513,216384,361572,154712,348906,380607,227682,206183,312921,342768,212442,506289,646151,199962,381350,373478,225052,622908,539918,370704,479659,265897,47053.61,178183,368407,132812,80652.08,293374,93066,263693,396946,150978,205478
"680","LP_38684","TAG 68:4",1097.021908,NA,NA,"[M+NH4]+",NA,"C71H130O6","1078.98674","Triacylglyceride","18:0/24:3/26:1",41895.06,84291,85887,35060.78,58584,73320.27,40273.74,61355,89949,45246.59,73578.43,71957,73675,145097,146535,121027,113594,162566,76396,142978,195136,87657,108717,171685,72765,256225,218980,113728,226309,342896,66107,223173,299300,122074,172195,231306,202733,144890,316905,352157,189532,301488,182618,142314,450235,328272,218222,353769,215836,42003.69,173331,267754,109317,55391.11,193249,72530,187345,326606,112996,169370
"681","LP_38695","TAG 68:3",1099.036871,NA,NA,"[M+NH4]+",NA,"C71H132O6","1081.00239","Triacylglyceride","18:1/24:1/26:1",67471,138839,128689,54477.59,102525,121750,65661,128730,108489,68968,135943,157096,97476,217586,227508,178217,261509,334742,127783,253906,275207,156404,227173,366052,89321,387807,267096,158655,378342,593485,89752,295005,445604,192561,318010,425601,235295,224183,484186,448570,292456,532572,211022,214395,664580,458728,319307,562365,268153,60984.53,240532,410013,156575,68653,278395,113506,307124,442311,222537,303599
"682","LP_38710","TAG 68:2",1101.051908,NA,NA,"[M+NH4]+",NA,"C71H134O6","1083.01804","Triacylglyceride","18:1/24:0/26:1 | 18:1/24:1/26:0",75420,154966,153247,59867.86,131067,159087,70823,134648,114477,62391,145634,138259,90164,228915,215996,149069,218595,337901,133393,264968,281899,160146,175742,324695,77976,315090,232169,121319,400584,568683,101296,324312,424457,168606,403971,397251,240434,277857,566897,389467,421722,572542,220420,257845,632529,584907,360074,600238,271225,93492,390321,488897,218829,109808,294986,156018,416649,537663,286052,434702
"683","PN_011058","2-[(2,4-dihydroxy-3,5,6-trimethylbenzoyl)amino]acetic acid",252.0876117,"-0.667","0.0488","[M-H]-",NA,"C12H15NO5","253.0950226",NA,NA,129778,200196,59145,216072,390233,555053,75717,174314,196145,132123,319066,229584,67857,401045,275319,288884,544545,356061,80300,276632,266761,260102,326381,438706,80507,192635,171026,330053,457413,512210,42578.18,241555,281360,272677,318340,238186,121939,296958,266927,282572,468361,338824,66842.01,148005,174395,239159,209543,342003,138754,407468,257093,192033,309045,347236,86458,198245,190665,307933,332723,369214
"684","PN_020673","Deoxyuridine",273.0730668,"1.0472","-0.0445","[M+HCOOH-H]-","2prime-Deoxyuridine|2-Deoxyuridine","C9H12N2O5","228.0746226",NA,NA,469872,850140,354751,312548,396577,879823,370408,817387,924950,155287,754862,379147,265548,1428829,843838,834229,1249651,1500839,463168,1119373,878379,325844,523075,1457146,350869,537810,515657,210644,825879,1990143,212933,698763,1176994,220190,804465,1992285,303708,2390441,1803062,438082,2024409,2158342,246907,678334,2944504,440309,1366053,2310528,443923,1869578,2508906,645481,979432,2249758,404358,877005,2443282,618826,1467735,2863485
"685","PN_021490","5-Hydroxyindole-3-acetic acid",190.0502492,"0.2554","0.0147","[M-H]-",NA,"C10H9NO3","191.0582439",NA,NA,239977,241688,71824,75554,245369,313560,227977,262997,124535,65438,237997,161668,209603,585947,176181,102956,349059,164701,267144,532379,219527,129996,297115,204504,156559,252428,114488,101891,310979,383009,93382,177330,390057,111970,302153,215384,83170,298639,281867,102616,547504,345867,63383,204498,245630,107898,312631,395832,76138,310308,352651,75145.66,379191,285034,64943,183817,315015,89316,480501,78105.45
"686","PN_021602","6-Phosphogluconic acid",275.0173112,"0.4329","-0.0339","[M-H]-","6-Phospho-D-gluconate","C6H13O10P","276.024638",NA,NA,463495,277274,183344.9,277593,303320,360084,626535,319750,387972,119456,205110,192569,150201,230767,232146,293462,372352,251651,221260,297136,245221,150074,432396,299997,343718,202090,200972,215153,188532,336551,99793,273975,307671,187747,252408,388901,559078,197137,233936,229802,197805,212354,515936,182743.5,321660,200100,104210.6,240238,304279,170045,307302,179613,323733,198467,223305,183602.4,245402,296787,258022,215062
"687","PN_021874","Allantoin",157.0353949,"-0.4966","-0.0284","[M-H]-","5-Ureidohydantoin|Glyoxyldiureide","C4H6N4O3","158.0439899",NA,NA,1129633,807402,228108,453494,801517,1380570,1315638,931666,359854,297288,1815165,377124,260536,1325251,949710,360236,575722,1416707,1137394,1599385,1324874,1412906,750090,586684,333759,337564,309354,449661,889632,1948646,265488,1754153,1337966,1475207,1652282,699281,1058313,519008,1109670,524130,2005504,548611,531172,378894,945547,1369577,539608,1910448,659338,1771906,1300191,300994,735972,656149,709642,485138,887781,1605280,671015,2039646
"688","PN_022082","alpha-L-Fucose 1-phosphate",243.0269405,"-1.0945","0.0116","[M-H]-",NA,"C6H13O8P","244.034808",NA,NA,860166,1095785,100263,630474,753944,244526,708714,1349337,457058,145152,689419,133947.6,306479,2020202,1593535,423151,393367,434488,1070281,1266374,1245506,1263121,717400,134832,307051,302338,627749,421882,587259,425472,135399,1567086,2029455,1025515,830213,173668,880720,1002084,1703447,691288,1204624,275767,375630,482822,1307065,894473,355813,698203,797077,2736409,1572779,237051,523604,462992,876591,399607,1172625,892037,847896,477987
"689","PN_022178","Azelaic acid",187.0967184,"0.1086","-0.0028","[M-H]-","Nonanedioic acid|1,7-Heptanedicarboxylic acid","C9H16O4","188.1048603",NA,NA,1046000,720937,485973,844056,617875,1031375,630944,706143,633832,789534,622711,420644,844342,759879,538990,1662647,1161016,1284226,981848,636221,978193,646107,653405,1308613,771106,795682,812300,758393,641445,740004,524101,951385,683502,841380,1028449,539268,662623,688563,637164,747134,819459,537587,577966,510077,974323,960662,379366,1535414,717718,749057,653631,542813,543868,779272,716152,570925,566137,1060997,622381,802030
"690","PN_022578","Cytidine diphosphate",402.0105004,"-1.7053","-0.0338","[M-H]-","CDP|Cytidine 5prime-diphosphate","C9H15N3O11P2","403.018182",NA,NA,11432312,11299904,3951245,5598074,11239881,18118986,8508109,8188007,5280054,2945009,10737004,2005107,3390721,24393178,9363100,1787089,3737085,4967590,14719033,23893976,29263256,22064464,9025170,2154997,2439197,5495706,3445656,5177120,16165082,37702360,1474839,19604928,21994512,24369620,33559028,2587008,8983998,3497944,11585140,7545470,39705180,6529161,4420924,6524625,7656982,31135660,6582793,31817460,11599934,31837412,10952469,1422617,6344073,7644123,12706102,5734806,8005331,28131988,5730345,21140848
"691","PN_022594","Cytidine 5prime-diphosphoethanolamine",445.0529689,"-0.5067","-0.0263","[M-H]-",NA,"C11H20N4O11P2","446.060387",NA,NA,17599024,14453814,2916009,5271765,7776107,10236967,14080800,12452739,6076255,2239792,14772140,1439473,3914217,21284786,12569061,3863774,4630561,13582523,17115942,19153506,23414052,14644128,7509139,2904461,4519725,4323382,4655930,4613086,8159074,11742261,1368260,24343532,28134706,18591464,16053762,5461264,12416735,5041695,11994733,5488730,10317344,2120500,6752811,3118841,13439154,16799882,2427344,9986563,8775292,8916008,8708414,1688063,1916097,1629249,9496455,2152748,7227516,11745273,3225959,9730670
"692","PN_022610","Cytidine monophosphate",322.0441975,"-0.6314","-0.023","[M-H]-","CMP|Cytidine-5prime-monophosphate|Cytidylic acid","C9H14N3O8P","323.051855",NA,NA,757945,3636206,1004805,2521858,6298693,3624119,1163066,2097524,1879121,1155382,2405433,1652686,2085611,2712246,3698218,1243835,2114891,2216564,1752956,2505277,3731942,5240307,3813087,1954521,818054,3579757,2274689,4407148,4932354,2741269,700250,2425204,1977128,6821224,2325336,2058897,1789142,3817729,4731110,4877597,1606389,2498513,1459059,2580429,3210459,6409314,1028224,2660140,4283921,2146503,4522754,1500269,2717964,2474177,3195229,2145993,2740133,2388086,2087820,1724863
"693","PN_022834","D-Glucuronic acid | D-Galacturonic acid",193.0343872,"-0.5225 | -1.1291","-0.0146 | -0.0296","[M-H]-","D-Glucuronate|Glucuronate","C6H10O7","194.042655",NA,NA,310573,268998,150675,242157,357795,353105,337425,343668,195375,163966,356064,119500,149207,302660,329331,163190,189935,352101,243483,290734,328719,287816,311425,165074,202207,194855,157875,139565,212690,375219,73096,315679,244017,289557,276254,207620,308613,184664,290455,266018,233272,127588,193458,176924,356185,278507,213827,314842,235904,268600,286796,109164,140515,93164,260047,173332,285773,284853,168016,262154
"694","PN_022850","Glyceraldehyde 3-phosphate",168.9894865,"-0.7707","0.0337","[M-H]-","DL-Glyceraldehyde 3-phosphate","C3H7O6P","169.9980258",NA,NA,7955839,15800609,3776227,4775012,7131527,7322209,9557664,15496049,10594178,1015714,11211903,3141917,3175599,19295204,13568041,3218848,5806934,13138514,9120902,15603782,13435788,7523922,11353359,7756893,3387363,4146934,10899370,4185024,13062739,11453172,2412075,10979804,27995906,8455441,18435980,7960397,9682111,9759661,17816550,5341699,22761978,6108742,6418302,2267987,21101232,6048678,4168705,15234359,8892639,19431658,14669438,2012485,7159578,7970138,10514032,3987561,15969801,10987464,12613754,22641284
"695","PN_023106","D-Gluconic acid | D-Galactonic acid",195.0500687,"-0.4529 | -0.3662","-0.0431 | -0.0251","[M-H]-","D-GluconateD-gluco-Hexonic acid","C6H12O7","196.058305",NA,NA,11397687,12065336,5439625,7236080,11003976,15187509,11952187,12229942,8755594,3896784,11863825,3869375,3409592,15975194,15740307,7654612,7761739,14288062,10750907,14977757,14621429,11128730,9550267,8066886,6888017,7763057,6239530,7064209,11761785,20477170,2111298,15735052,13285696,9675420,14275138,7498196,10185469,6092564,12461655,9084163,13850339,6090256,6039739,6524400,11347952,9370098,7524235,11546617,7439917,11001697,11355644,3941175,5474923,5150055,5931081,5328800,9640730,9806006,4057954,11227049
"696","PN_023234","D-Ribulose 5-phosphate | alpha-D-Xylose 1-phosphate",229.0112575,"-0.7409 | 0.245","-0.0056 | -0.0146","[M-H]-",NA,"C5H11O8P","230.019158",NA,NA,562519,475611,247325,295884,548423,178909,314857,443648,264018,193110,241625,155408,215564,356605,369062,151392,274338,116153.23,697598,296978,330864,448358,691027,70947.71,402409,141342,204545,239006,435772,312862,311604,385484,486157,299147,358046,149067.21,627700,160039,546282,196591,235806,153921,406093,142873,132913,350450,152669,294340,651227,372946,282569,150421.77,145103,333024,901583,151382.29,117761,446106,236897,157744
"697","PN_023250","D-Saccharic acid",209.0294213,"-0.3362","-0.0428","[M-H]-","D-Glucarate|D-Glucaric acid|D-Glucosaccharic acidGlucarate|Glucaric acid|L-Gularic acid","C6H10O8","210.03757",NA,NA,429068,378845,130538,279973,395384,506603,491554,402028,241248,129512,462743,100506.57,82537,281114,372144,156448,179559,397114,359866,423170,447374,383422,232684,145624,227514,183174,116959,122260,360677,451522,95619.31,425027,274171,308305,427797,235885,277825,113823,373549,329927,225336,119851,284143,149974,359003,328024,211257,419409,249798,179862,488405,95722,80273,95035.88,323497,129907,252910,242591,174086,215921
"698","PN_023378","Flavin mononucleotide",455.0978289,"0.1092","-0.029","[M-H]-","Riboflavin-5-phosphate|FMN","C17H21N4O9P","456.104618",NA,NA,1878114,2631738,859006,850664,2523742,4541437,1395793,2097343,4008352,1292046,2791961,1039044,1249093,4175338,4287175,4687953,5789484,7213386,1165149,4161780,3259737,1810430,3361899,12021408,1575713,1671270,2065758,1478122,3918134,6902803,1301246,3588387,3293868,1670225,2921742,10623631,1255563,8281628,5656072,2055069,5688746,11495174,1389582,2090314,11389987,2162724,5646839,10217655,2007839,8415113,7200023,3901411,5114524,12763470,1911006,4303227,9935557,3122877,5703041,17926316
"699","PN_023826","Hippuric acid",178.0501072,"0.8693","-0.0168","[M-H]-","Benzoylaminoacetic acid|HippurateN-Benzoylglycine","C9H9NO3","179.0582439",NA,NA,486321,426199,191678,213277,355604,454190,515254,453592,399154,179092,422257,282019,260499,1094297,407713,360464,617546,721530,377030,1055010,531343,484476,558903,833127,214451,414660,319040,373559,530422,1070464,175353,717362,749852,479846,814136,733367,440024,857867,788817,418869,2033498,728668,395662,567692,721400,576839,735121,778443,204169,1383993,917622,432437,1464118,957631,211106,824550,964594,834390,1178185,1225060
"700","PN_024450","L-Cysteic acid",167.9959838,"-0.3512","-0.0029","[M-H]-","2-Amino-3-sulfopropionic acid|3-Sulfoalanine|L-Cysteate","C3H7NO5S","169.0044945",NA,NA,200360,410087,176483,521410,421696,546261,339354,298599,553611,332212,597078,295403,177680,335866,344688,650533,392575,599071,88664.76,590793,223630,373977,258431,488331,301844,313165,214921,439482,278539,268816,155086,323643,320254,381903,134028,436996,226921,757160,462498,541842,204454,389813,172170,440992,997980,272346,218722,280259,160432,393158,632030,354416,188732,379587,325512,362487,738975,374676,301601,410623
"701","PN_024498","L-Cysteinesulfinic acid",152.0009579,"-1.0905","-0.0054","[M-H]-","3-Sulfino-L-alanine|3-Sulfinoalanine|3-Sulphino-L-alanine","C3H7NO4S","153.0095795",NA,NA,702247,1281586,560063,1322129,1584229,1911458,1230373,1002033,1372656,898692,1981216,858747,575662,1312351,1413947,1899619,1468779,2075713,248947,1732907,1076156,1079782,804690,1385601,876532,850266,622012,1416708,820069,873764,404190,1139475,878828,1343193,928540,1111056,921839,2153953,1136399,1297885,701826,1025222,612895,1021690,3178927,944094,639004,878567,576992,1443214,2139083,1260421,618778,1202797,1125336,906173,2184612,1069481,802488,1415013
"702","PN_024850","Mannitol | Sorbitol | Galactitol",181.0706067,"-0.6601 | -0.4602 | -0.3188","-0.0279 | -0.0229 | -0.0109","[M-H]-","D-Mannitol","C6H14O6","182.0790403",NA,NA,1406140,828364,579417,572728,609128,1432482,1227295,970922,758169,650569,1245494,606378,402705,1579474,716183,709471,850164,1573988,1123062,2018337,1367353,1410329,814369,1205132,460783,935393,570216,771598,770391,1787634,439086,2024274,1836391,1555671,1931420,1097843,687163,1148219,1124574,644942,2207475,1212066,460007,1239446,1383466,1608740,1135662,2055418,551338,2545592,1576678,818134,1296323,1265182,652692,1701509,1336273,2084019,1130081,2563104
"703","PN_024866","D-Mannose",179.0550433,"0.4123","-0.0257","[M-H]-","CarubinoseMannose|Seminose","C6H12O6","180.0633903",NA,NA,3678535,774487,320479,243856,531036,1589018,4309001,1311476,393950,293871,1226260,565223,262137,2105380,559651,345811,528006,1376084,2250783,1978153,1408058,1127577,613466,1047050,369557,369993,342267,147958,290192,4562320,258480,1890660,2100541,644824,1748201,481565,2914636,745969,791899,251407,1197404,735152,1177277,603768,866731,952296,184344,1970651,269007,1183330,1191560,379753,954718,175692,363846,276540,1032065,2206674,254231,1690506
