"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"106",23684,"hsa-miR-1203","hsa-mir-1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",23685,"hsa-miR-1204","hsa-mir-1204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",23686,"hsa-miR-1205","hsa-mir-1205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",23687,"hsa-miR-1206","hsa-mir-1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",23689,"hsa-miR-1207-3p","hsa-mir-1207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",23688,"hsa-miR-1207-5p","hsa-mir-1207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",23690,"hsa-miR-1208","hsa-mir-1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",23691,"hsa-miR-12113","hsa-mir-12113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",23692,"hsa-miR-12114","hsa-mir-12114",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"115",23693,"hsa-miR-12115","hsa-mir-12115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",23694,"hsa-miR-12116","hsa-mir-12116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",23695,"hsa-miR-12117","hsa-mir-12117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",23696,"hsa-miR-12118","hsa-mir-12118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",23697,"hsa-miR-12119","hsa-mir-12119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",23698,"hsa-miR-12120","hsa-mir-12120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",23699,"hsa-miR-12121","hsa-mir-12121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",23700,"hsa-miR-12122","hsa-mir-12122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",23701,"hsa-miR-12123","hsa-mir-12123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",23702,"hsa-miR-12124","hsa-mir-12124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",23703,"hsa-miR-12125","hsa-mir-12125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",23704,"hsa-miR-12126","hsa-mir-12126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",23705,"hsa-miR-12127","hsa-mir-12127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",23706,"hsa-miR-12128","hsa-mir-12128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",23707,"hsa-miR-12129","hsa-mir-12129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",23708,"hsa-miR-12130","hsa-mir-12130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"131",23709,"hsa-miR-12131","hsa-mir-12131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",23710,"hsa-miR-12132","hsa-mir-12132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",23711,"hsa-miR-12133","hsa-mir-12133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",23712,"hsa-miR-12135","hsa-mir-12135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",23713,"hsa-miR-12136","hsa-mir-12136",0,1,4,0,0,0,2,2,2,2,0,1,0,1,3,1,1,2,1,0,1,2,2,0
"137",23715,"hsa-miR-122-3p","hsa-mir-122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",23717,"hsa-miR-1224-3p","hsa-mir-1224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",23716,"hsa-miR-1224-5p","hsa-mir-1224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"141",23719,"hsa-miR-1225-3p","hsa-mir-1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",23718,"hsa-miR-1225-5p","hsa-mir-1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",23714,"hsa-miR-122-5p","hsa-mir-122",6,13,19,16,10,28,11,7,8,12,17,27,2,18,11,7,13,15,14,40,10,15,60,12
"143",23721,"hsa-miR-1226-3p","hsa-mir-1226",2,1,2,2,1,1,2,1,3,3,0,2,2,1,1,0,1,1,2,4,1,4,2,1
"142",23720,"hsa-miR-1226-5p","hsa-mir-1226",0,1,1,0,0,0,0,0,0,2,0,2,0,1,0,3,1,1,2,0,2,1,1,0
"145",23723,"hsa-miR-1227-3p","hsa-mir-1227",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"144",23722,"hsa-miR-1227-5p","hsa-mir-1227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",23725,"hsa-miR-1228-3p","hsa-mir-1228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"146",23724,"hsa-miR-1228-5p","hsa-mir-1228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",23727,"hsa-miR-1229-3p","hsa-mir-1229",2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"148",23726,"hsa-miR-1229-5p","hsa-mir-1229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",23729,"hsa-miR-122b-3p","hsa-mir-122b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",23728,"hsa-miR-122b-5p","hsa-mir-122b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",23730,"hsa-miR-1231","hsa-mir-1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",23732,"hsa-miR-1233-3p","hsa-mir-1233-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",23731,"hsa-miR-1233-5p","hsa-mir-1233-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",23735,"hsa-miR-1234-3p","hsa-mir-1234",0,2,0,2,1,2,0,0,0,0,1,1,0,1,1,1,1,0,2,1,3,2,0,0
"159",23737,"hsa-miR-1236-3p","hsa-mir-1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",23736,"hsa-miR-1236-5p","hsa-mir-1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",23739,"hsa-miR-1237-3p","hsa-mir-1237",1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
"160",23738,"hsa-miR-1237-5p","hsa-mir-1237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"163",23741,"hsa-miR-1238-3p","hsa-mir-1238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",23740,"hsa-miR-1238-5p","hsa-mir-1238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",23748,"hsa-miR-1243","hsa-mir-1243",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",23743,"hsa-miR-124-3p","hsa-mir-124-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",23749,"hsa-miR-1244","hsa-mir-1244-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",23753,"hsa-miR-1245a","hsa-mir-1245a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",23755,"hsa-miR-1245b-3p","hsa-mir-1245b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",23754,"hsa-miR-1245b-5p","hsa-mir-1245b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",23742,"hsa-miR-124-5p","hsa-mir-124-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",23756,"hsa-miR-1246","hsa-mir-1246",2,3,10,4,5,25,5,3,12,5,7,15,4,5,11,5,14,4,3,34,9,7,14,13
"180",23758,"hsa-miR-1247-3p","hsa-mir-1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",23757,"hsa-miR-1247-5p","hsa-mir-1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",23759,"hsa-miR-1248","hsa-mir-1248",2,1,2,2,0,4,0,0,0,4,4,1,4,4,1,2,2,5,3,9,0,4,1,3
"183",23761,"hsa-miR-1249-3p","hsa-mir-1249",2,2,5,11,3,8,8,0,10,7,1,13,1,4,5,3,5,4,3,4,4,16,9,4
"182",23760,"hsa-miR-1249-5p","hsa-mir-1249",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"185",23763,"hsa-miR-1250-3p","hsa-mir-1250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",23762,"hsa-miR-1250-5p","hsa-mir-1250",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"187",23765,"hsa-miR-1251-3p","hsa-mir-1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",23764,"hsa-miR-1251-5p","hsa-mir-1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",23767,"hsa-miR-1252-3p","hsa-mir-1252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",23766,"hsa-miR-1252-5p","hsa-mir-1252",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",23768,"hsa-miR-1253","hsa-mir-1253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",23769,"hsa-miR-1255a","hsa-mir-1255a",0,2,2,1,3,9,0,1,2,2,1,1,2,5,2,5,7,3,3,4,3,4,13,0
"194",23772,"hsa-miR-1255b-2-3p","hsa-mir-1255b-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"192",23770,"hsa-miR-1255b-5p","hsa-mir-1255b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"195",23773,"hsa-miR-1256","hsa-mir-1256",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"196",23774,"hsa-miR-1257","hsa-mir-1257",4,3,10,7,5,8,5,0,6,0,5,4,4,4,2,2,7,4,3,9,1,6,7,5
"197",23775,"hsa-miR-1258","hsa-mir-1258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",23777,"hsa-miR-125a-3p","hsa-mir-125a",24,34,48,48,31,80,54,27,39,41,36,69,32,52,42,43,85,39,42,52,30,52,77,39
"198",23776,"hsa-miR-125a-5p","hsa-mir-125a",2946,3119,4741,4877,1934,6893,6916,1732,3916,5598,2811,4489,1936,4206,5198,3302,5518,3754,5213,6573,2147,6173,6564,2477
"201",23779,"hsa-miR-125b-1-3p","hsa-mir-125b-1",255,312,866,393,235,1036,494,146,410,382,304,476,193,682,713,309,893,625,344,750,250,424,800,312
"203",23781,"hsa-miR-125b-2-3p","hsa-mir-125b-2",0,0,1,2,0,2,2,0,2,1,1,0,2,0,3,0,3,1,1,4,0,2,1,1
"200",23778,"hsa-miR-125b-5p","hsa-mir-125b-1",4102,5549,8288,6497,3968,12191,9075,3045,6201,6925,5395,7878,4436,6957,8928,6544,9103,6338,8288,9378,3545,9046,9798,4457
"206",23784,"hsa-miR-1260a","hsa-mir-1260a",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
"207",23785,"hsa-miR-1260b","hsa-mir-1260b",7,8,14,7,3,17,19,2,10,6,5,22,4,11,6,10,9,9,10,15,10,4,6,7
"208",23786,"hsa-miR-1261","hsa-mir-1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",23787,"hsa-miR-1262","hsa-mir-1262",0,5,5,1,2,9,3,2,2,0,3,5,1,3,1,1,3,7,1,3,1,4,7,4
"210",23788,"hsa-miR-1263","hsa-mir-1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",23783,"hsa-miR-126-3p","hsa-mir-126",35,39,176,71,48,203,91,17,57,70,66,87,67,158,121,82,210,159,85,185,58,132,187,74
"211",23789,"hsa-miR-1264","hsa-mir-1264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",23790,"hsa-miR-1265","hsa-mir-1265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"204",23782,"hsa-miR-126-5p","hsa-mir-126",0,0,2,0,0,1,0,2,2,0,1,0,1,1,0,0,0,0,2,1,0,1,1,0
"214",23792,"hsa-miR-1266-3p","hsa-mir-1266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",23791,"hsa-miR-1266-5p","hsa-mir-1266",2,2,4,1,1,3,6,1,0,0,2,2,5,3,3,2,8,3,3,4,0,4,2,1
"215",23793,"hsa-miR-1267","hsa-mir-1267",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
"216",23794,"hsa-miR-1268a","hsa-mir-1268a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",23795,"hsa-miR-1268b","hsa-mir-1268b",0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,3,0,0,3,0,1,0
"218",23796,"hsa-miR-1269a","hsa-mir-1269a",0,2,1,1,4,3,3,1,0,4,2,0,0,0,1,4,3,3,0,1,0,1,2,1
"219",23797,"hsa-miR-1269b","hsa-mir-1269b",0,3,11,2,3,18,4,2,13,1,3,12,1,2,12,2,3,8,4,3,8,5,6,11
"222",23800,"hsa-miR-1270","hsa-mir-1270",2,3,17,5,3,18,8,4,4,7,7,12,7,10,6,7,7,12,9,5,5,8,15,5
"224",23802,"hsa-miR-1271-3p","hsa-mir-1271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"223",23801,"hsa-miR-1271-5p","hsa-mir-1271",5,12,31,19,5,35,23,12,13,21,21,19,5,18,31,26,24,20,30,30,13,33,35,9
"225",23803,"hsa-miR-1272","hsa-mir-1272",0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,2,0,2
"226",23804,"hsa-miR-1273c","hsa-mir-1273c",0,1,1,0,0,1,1,1,2,0,0,0,1,3,3,2,1,0,0,1,1,7,1,1
"228",23806,"hsa-miR-1273h-3p","hsa-mir-1273h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",23805,"hsa-miR-1273h-5p","hsa-mir-1273h",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",23799,"hsa-miR-127-3p","hsa-mir-127",4,2,1,4,3,4,6,1,1,3,3,4,4,1,1,7,5,2,7,4,4,4,2,1
"229",23807,"hsa-miR-1275","hsa-mir-1275",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"220",23798,"hsa-miR-127-5p","hsa-mir-127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",23808,"hsa-miR-1276","hsa-mir-1276",0,2,1,3,2,5,4,0,1,1,0,2,0,0,1,3,5,2,1,2,0,2,2,0
"232",23810,"hsa-miR-1277-3p","hsa-mir-1277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",23809,"hsa-miR-1277-5p","hsa-mir-1277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",23811,"hsa-miR-1278","hsa-mir-1278",0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
"234",23812,"hsa-miR-1279","hsa-mir-1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",23817,"hsa-miR-1281","hsa-mir-1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",23813,"hsa-miR-128-1-5p","hsa-mir-128-1",13,20,24,21,6,31,19,6,12,14,9,13,11,10,17,10,15,7,11,17,7,11,13,12
"240",23818,"hsa-miR-1282","hsa-mir-1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",23816,"hsa-miR-128-2-5p","hsa-mir-128-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",23819,"hsa-miR-1283","hsa-mir-1283-1",0,0,11,0,0,8,1,1,3,0,0,1,0,4,6,2,2,3,0,3,0,2,1,0
"236",23814,"hsa-miR-128-3p","hsa-mir-128-1",369,423,1066,722,331,1508,882,216,560,589,445,647,346,998,936,540,1411,958,620,1311,308,952,1481,464
"243",23821,"hsa-miR-1284","hsa-mir-1284",0,0,0,1,0,0,3,0,2,0,0,0,1,1,2,0,1,0,2,4,1,2,1,0
"245",23823,"hsa-miR-1285-3p","hsa-mir-1285-1",1,0,3,6,1,8,5,0,2,2,7,4,4,2,3,3,3,3,3,3,7,3,6,5
"244",23822,"hsa-miR-1285-5p","hsa-mir-1285-1",1,1,3,3,3,3,5,0,2,3,1,1,1,2,8,2,7,4,4,3,2,3,5,4
"247",23825,"hsa-miR-1286","hsa-mir-1286",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",23827,"hsa-miR-1287-3p","hsa-mir-1287",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
"248",23826,"hsa-miR-1287-5p","hsa-mir-1287",10,18,37,22,11,49,31,6,12,18,19,20,25,22,34,23,35,30,20,21,13,23,34,14
"251",23829,"hsa-miR-1288-3p","hsa-mir-1288",1,1,0,1,0,2,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,2
"250",23828,"hsa-miR-1288-5p","hsa-mir-1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",23830,"hsa-miR-1289","hsa-mir-1289-1",0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,1,3,1,2,0,0,0,1,0
"258",23836,"hsa-miR-1290","hsa-mir-1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",23837,"hsa-miR-1291","hsa-mir-1291",3,6,5,12,1,6,12,9,3,8,2,6,4,12,11,3,9,1,6,11,8,7,13,8
"255",23833,"hsa-miR-129-1-3p","hsa-mir-129-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",23835,"hsa-miR-129-2-3p","hsa-mir-129-2",1,1,1,0,1,1,0,2,1,2,0,2,2,1,0,3,0,0,1,1,1,0,2,0
"261",23839,"hsa-miR-1292-3p","hsa-mir-1292",1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,2,0,0,1,0
"260",23838,"hsa-miR-1292-5p","hsa-mir-1292",9,9,26,10,4,29,22,4,13,28,4,24,7,17,21,13,13,7,13,19,13,14,20,7
"262",23840,"hsa-miR-1293","hsa-mir-1293",5,2,2,4,0,4,3,0,3,3,3,1,0,3,0,1,3,2,5,2,0,5,3,1
"263",23841,"hsa-miR-1294","hsa-mir-1294",1,5,4,5,2,3,4,0,3,1,3,2,2,1,3,4,3,2,4,5,0,3,7,3
"264",23842,"hsa-miR-1295a","hsa-mir-1295a",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
"266",23844,"hsa-miR-1295b-3p","hsa-mir-1295b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",23843,"hsa-miR-1295b-5p","hsa-mir-1295b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",23832,"hsa-miR-129-5p","hsa-mir-129-1",10,13,21,11,8,38,15,4,9,18,5,22,13,14,16,17,17,18,18,19,19,15,24,12
"268",23846,"hsa-miR-1296-3p","hsa-mir-1296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",23845,"hsa-miR-1296-5p","hsa-mir-1296",103,109,136,155,69,180,190,60,87,129,94,130,113,83,139,150,131,88,146,105,83,177,142,66
"269",23847,"hsa-miR-1297","hsa-mir-1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",23849,"hsa-miR-1298-3p","hsa-mir-1298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",23848,"hsa-miR-1298-5p","hsa-mir-1298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272",23850,"hsa-miR-1299","hsa-mir-1299",0,3,2,7,0,5,1,2,3,4,1,2,2,4,4,3,5,5,1,6,2,3,5,0
"274",23852,"hsa-miR-1301-3p","hsa-mir-1301",9,12,16,21,4,33,26,4,22,29,4,13,9,27,22,17,20,32,19,21,14,24,28,13
"273",23851,"hsa-miR-1301-5p","hsa-mir-1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",23853,"hsa-miR-1302","hsa-mir-1302-1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",23864,"hsa-miR-1303","hsa-mir-1303",82,61,120,137,49,186,171,32,65,136,72,89,88,122,126,113,143,123,143,108,68,151,120,78
"288",23866,"hsa-miR-1304-3p","hsa-mir-1304",21,30,55,49,21,89,59,18,25,41,31,37,30,44,50,43,48,30,45,50,31,43,60,30
"287",23865,"hsa-miR-1304-5p","hsa-mir-1304",1,4,2,1,1,4,1,2,1,4,1,4,0,0,1,2,1,2,1,2,1,2,3,1
"289",23867,"hsa-miR-1305","hsa-mir-1305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",23869,"hsa-miR-1306-3p","hsa-mir-1306",3,4,5,8,2,8,1,2,3,3,1,1,4,3,4,2,2,8,2,9,4,2,10,7
"290",23868,"hsa-miR-1306-5p","hsa-mir-1306",6,12,26,22,8,27,27,8,19,16,16,31,8,14,23,10,26,15,15,25,9,16,23,13
"293",23871,"hsa-miR-1307-3p","hsa-mir-1307",1518,1680,2709,2488,1138,4150,3027,938,1823,2746,1371,2175,1268,2245,3024,2090,3033,2464,2196,2795,1534,2754,3038,1466
"292",23870,"hsa-miR-1307-5p","hsa-mir-1307",0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,3,0,1,2,0,1,0,0
"295",23873,"hsa-miR-130a-3p","hsa-mir-130a",7,12,31,12,11,24,12,4,11,13,16,23,13,26,32,23,43,15,32,37,13,37,42,17
"294",23872,"hsa-miR-130a-5p","hsa-mir-130a",4,11,23,10,13,10,10,7,4,8,12,9,18,10,8,15,11,14,13,6,1,14,8,6
"297",23875,"hsa-miR-130b-3p","hsa-mir-130b",3,14,39,15,15,39,15,8,15,15,22,27,16,16,19,15,29,21,25,34,14,26,29,25
"296",23874,"hsa-miR-130b-5p","hsa-mir-130b",217,284,432,380,187,763,523,144,339,398,236,413,130,432,532,243,610,488,322,578,238,424,621,224
"300",23878,"hsa-miR-1321","hsa-mir-1321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301",23879,"hsa-miR-1322","hsa-mir-1322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",23880,"hsa-miR-1323","hsa-mir-1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"299",23877,"hsa-miR-132-3p","hsa-mir-132",30,31,80,44,56,108,58,28,36,52,60,74,48,57,62,42,81,45,71,96,36,84,100,46
"303",23881,"hsa-miR-1324","hsa-mir-1324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",23876,"hsa-miR-132-5p","hsa-mir-132",2,9,20,6,6,27,9,5,12,10,11,17,12,5,10,8,17,10,8,20,7,21,24,15
"305",23883,"hsa-miR-133a-3p","hsa-mir-133a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"304",23882,"hsa-miR-133a-5p","hsa-mir-133a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",23886,"hsa-miR-133b","hsa-mir-133b",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312",23890,"hsa-miR-1343-3p","hsa-mir-1343",2,4,3,5,1,8,9,3,5,7,5,6,1,5,11,0,9,6,8,7,2,6,7,5
"311",23889,"hsa-miR-1343-5p","hsa-mir-1343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310",23888,"hsa-miR-134-3p","hsa-mir-134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
