"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"2230",25808,"hsa-miR-6509-5p","hsa-mir-6509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235",25813,"hsa-miR-6510-3p","hsa-mir-6510",2,1,1,0,2,0,1,1,1,2,1,0,1,2,0,2,3,3,1,0,1,0,2,0
"2234",25812,"hsa-miR-6510-5p","hsa-mir-6510",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2237",25815,"hsa-miR-6511a-3p","hsa-mir-6511a-1",1,3,4,4,0,3,2,2,3,3,1,2,1,3,0,2,1,0,3,3,0,2,4,1
"2236",25814,"hsa-miR-6511a-5p","hsa-mir-6511a-1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"2245",25823,"hsa-miR-6511b-3p","hsa-mir-6511b-1",3,4,2,4,1,5,10,1,3,5,0,2,1,1,5,2,4,1,5,1,1,3,5,2
"2244",25822,"hsa-miR-6511b-5p","hsa-mir-6511b-1",0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
"2249",25827,"hsa-miR-6512-3p","hsa-mir-6512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2248",25826,"hsa-miR-6512-5p","hsa-mir-6512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2251",25829,"hsa-miR-6513-3p","hsa-mir-6513",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0
"2250",25828,"hsa-miR-6513-5p","hsa-mir-6513",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2233",25811,"hsa-miR-651-3p","hsa-mir-651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2253",25831,"hsa-miR-6514-3p","hsa-mir-6514",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2252",25830,"hsa-miR-6514-5p","hsa-mir-6514",0,0,2,4,0,2,0,0,0,3,0,1,1,0,1,1,2,1,1,3,3,2,0,1
"2255",25833,"hsa-miR-6515-3p","hsa-mir-6515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2254",25832,"hsa-miR-6515-5p","hsa-mir-6515",0,2,1,2,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"2232",25810,"hsa-miR-651-5p","hsa-mir-651",5,6,4,5,5,5,4,3,2,3,7,4,13,5,9,6,21,6,9,7,1,11,14,4
"2257",25835,"hsa-miR-6516-3p","hsa-mir-6516",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2256",25834,"hsa-miR-6516-5p","hsa-mir-6516",0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
"2259",25837,"hsa-miR-652-3p","hsa-mir-652",33,32,90,65,26,64,75,23,36,54,37,49,34,55,46,62,67,48,68,73,32,97,85,38
"2258",25836,"hsa-miR-652-5p","hsa-mir-652",0,0,2,0,1,0,2,2,0,1,2,0,2,1,1,4,0,1,0,1,1,0,1,1
"2261",25839,"hsa-miR-6529-3p","hsa-mir-6529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2260",25838,"hsa-miR-6529-5p","hsa-mir-6529",0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
"2263",25841,"hsa-miR-653-3p","hsa-mir-653",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0
"2262",25840,"hsa-miR-653-5p","hsa-mir-653",1,6,2,4,4,13,3,1,0,3,2,2,8,10,5,8,10,7,9,12,1,10,7,2
"2265",25843,"hsa-miR-654-3p","hsa-mir-654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2264",25842,"hsa-miR-654-5p","hsa-mir-654",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2267",25845,"hsa-miR-655-3p","hsa-mir-655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2266",25844,"hsa-miR-655-5p","hsa-mir-655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269",25847,"hsa-miR-656-3p","hsa-mir-656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2268",25846,"hsa-miR-656-5p","hsa-mir-656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270",25848,"hsa-miR-657","hsa-mir-657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271",25849,"hsa-miR-658","hsa-mir-658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2273",25851,"hsa-miR-659-3p","hsa-mir-659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2272",25850,"hsa-miR-659-5p","hsa-mir-659",1,3,4,2,1,7,2,1,1,2,4,5,0,4,2,2,4,3,6,9,3,0,3,8
"2275",25853,"hsa-miR-660-3p","hsa-mir-660",0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"2274",25852,"hsa-miR-660-5p","hsa-mir-660",5,8,12,14,10,15,17,7,13,10,12,8,14,11,20,22,22,16,14,13,1,25,25,5
"2276",25854,"hsa-miR-661","hsa-mir-661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2277",25855,"hsa-miR-662","hsa-mir-662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2278",25856,"hsa-miR-663a","hsa-mir-663a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2279",25857,"hsa-miR-663b","hsa-mir-663b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2281",25859,"hsa-miR-664a-3p","hsa-mir-664a",32,38,64,43,26,96,77,37,39,65,52,76,77,52,63,82,53,44,70,66,27,77,83,38
"2280",25858,"hsa-miR-664a-5p","hsa-mir-664a",0,0,5,2,3,5,1,0,1,0,3,1,3,4,4,3,1,7,5,2,1,3,4,0
"2283",25861,"hsa-miR-664b-3p","hsa-mir-664b",5,1,2,3,2,5,3,0,3,3,2,2,0,2,5,7,4,0,6,4,0,6,3,4
"2282",25860,"hsa-miR-664b-5p","hsa-mir-664b",0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0
"2284",25862,"hsa-miR-665","hsa-mir-665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2286",25864,"hsa-miR-668-3p","hsa-mir-668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2285",25863,"hsa-miR-668-5p","hsa-mir-668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2288",25866,"hsa-miR-670-3p","hsa-mir-670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287",25865,"hsa-miR-670-5p","hsa-mir-670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290",25868,"hsa-miR-671-3p","hsa-mir-671",183,202,363,331,120,526,404,111,241,309,171,243,124,299,383,238,401,300,265,365,197,311,356,205
"2291",25869,"hsa-miR-6715a-3p","hsa-mir-6715a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2293",25871,"hsa-miR-6715b-3p","hsa-mir-6715b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2292",25870,"hsa-miR-6715b-5p","hsa-mir-6715b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289",25867,"hsa-miR-671-5p","hsa-mir-671",3,9,14,6,9,10,19,3,4,5,6,13,9,11,7,10,15,11,12,11,4,10,13,2
"2295",25873,"hsa-miR-6716-3p","hsa-mir-6716",3,0,3,1,0,1,4,3,0,2,0,0,0,1,0,1,3,3,2,3,1,1,2,3
"2294",25872,"hsa-miR-6716-5p","hsa-mir-6716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2296",25874,"hsa-miR-6717-5p","hsa-mir-6717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2297",25875,"hsa-miR-6718-5p","hsa-mir-6718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2298",25876,"hsa-miR-6719-3p","hsa-mir-6719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300",25878,"hsa-miR-6720-3p","hsa-mir-6720",0,1,4,2,2,5,5,4,3,4,0,1,2,4,2,2,3,1,3,3,2,1,7,1
"2299",25877,"hsa-miR-6720-5p","hsa-mir-6720",0,1,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
"2301",25879,"hsa-miR-6721-5p","hsa-mir-6721",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1
"2303",25881,"hsa-miR-6722-3p","hsa-mir-6722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2302",25880,"hsa-miR-6722-5p","hsa-mir-6722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304",25882,"hsa-miR-6724-5p","hsa-mir-6724-1",1,0,4,1,1,4,3,0,2,3,0,1,1,1,0,1,0,1,0,3,2,4,3,1
"2309",25887,"hsa-miR-6726-3p","hsa-mir-6726",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2308",25886,"hsa-miR-6726-5p","hsa-mir-6726",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311",25889,"hsa-miR-6727-3p","hsa-mir-6727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310",25888,"hsa-miR-6727-5p","hsa-mir-6727",0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2313",25891,"hsa-miR-6728-3p","hsa-mir-6728",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2312",25890,"hsa-miR-6728-5p","hsa-mir-6728",0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2315",25893,"hsa-miR-6729-3p","hsa-mir-6729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2314",25892,"hsa-miR-6729-5p","hsa-mir-6729",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2317",25895,"hsa-miR-6730-3p","hsa-mir-6730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2316",25894,"hsa-miR-6730-5p","hsa-mir-6730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2319",25897,"hsa-miR-6731-3p","hsa-mir-6731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2318",25896,"hsa-miR-6731-5p","hsa-mir-6731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2321",25899,"hsa-miR-6732-3p","hsa-mir-6732",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"2320",25898,"hsa-miR-6732-5p","hsa-mir-6732",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2323",25901,"hsa-miR-6733-3p","hsa-mir-6733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2322",25900,"hsa-miR-6733-5p","hsa-mir-6733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"2325",25903,"hsa-miR-6734-3p","hsa-mir-6734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2324",25902,"hsa-miR-6734-5p","hsa-mir-6734",0,1,0,0,0,1,0,0,1,0,1,3,2,1,2,0,0,0,0,0,0,1,0,0
"2327",25905,"hsa-miR-6735-3p","hsa-mir-6735",1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
"2326",25904,"hsa-miR-6735-5p","hsa-mir-6735",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0
"2329",25907,"hsa-miR-6736-3p","hsa-mir-6736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2328",25906,"hsa-miR-6736-5p","hsa-mir-6736",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2331",25909,"hsa-miR-6737-3p","hsa-mir-6737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2330",25908,"hsa-miR-6737-5p","hsa-mir-6737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2333",25911,"hsa-miR-6738-3p","hsa-mir-6738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2332",25910,"hsa-miR-6738-5p","hsa-mir-6738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2335",25913,"hsa-miR-6739-3p","hsa-mir-6739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2334",25912,"hsa-miR-6739-5p","hsa-mir-6739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2337",25915,"hsa-miR-6740-3p","hsa-mir-6740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2336",25914,"hsa-miR-6740-5p","hsa-mir-6740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339",25917,"hsa-miR-6741-3p","hsa-mir-6741",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0
"2338",25916,"hsa-miR-6741-5p","hsa-mir-6741",0,0,1,2,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"2341",25919,"hsa-miR-6742-3p","hsa-mir-6742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2340",25918,"hsa-miR-6742-5p","hsa-mir-6742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2343",25921,"hsa-miR-6743-3p","hsa-mir-6743",0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0
"2342",25920,"hsa-miR-6743-5p","hsa-mir-6743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2345",25923,"hsa-miR-6744-3p","hsa-mir-6744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2344",25922,"hsa-miR-6744-5p","hsa-mir-6744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2346",25924,"hsa-miR-6745","hsa-mir-6745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2348",25926,"hsa-miR-6746-3p","hsa-mir-6746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2347",25925,"hsa-miR-6746-5p","hsa-mir-6746",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2350",25928,"hsa-miR-6747-3p","hsa-mir-6747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2349",25927,"hsa-miR-6747-5p","hsa-mir-6747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2352",25930,"hsa-miR-6748-3p","hsa-mir-6748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2351",25929,"hsa-miR-6748-5p","hsa-mir-6748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2354",25932,"hsa-miR-6749-3p","hsa-mir-6749",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"2353",25931,"hsa-miR-6749-5p","hsa-mir-6749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2358",25936,"hsa-miR-6750-3p","hsa-mir-6750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2357",25935,"hsa-miR-6750-5p","hsa-mir-6750",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2360",25938,"hsa-miR-6751-3p","hsa-mir-6751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2359",25937,"hsa-miR-6751-5p","hsa-mir-6751",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"2362",25940,"hsa-miR-6752-3p","hsa-mir-6752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2361",25939,"hsa-miR-6752-5p","hsa-mir-6752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2364",25942,"hsa-miR-6753-3p","hsa-mir-6753",1,0,1,1,0,1,2,0,2,2,2,2,1,0,0,1,1,1,1,1,1,2,1,2
"2363",25941,"hsa-miR-6753-5p","hsa-mir-6753",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2356",25934,"hsa-miR-675-3p","hsa-mir-675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2366",25944,"hsa-miR-6754-3p","hsa-mir-6754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2365",25943,"hsa-miR-6754-5p","hsa-mir-6754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2368",25946,"hsa-miR-6755-3p","hsa-mir-6755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2367",25945,"hsa-miR-6755-5p","hsa-mir-6755",0,0,3,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
"2355",25933,"hsa-miR-675-5p","hsa-mir-675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370",25948,"hsa-miR-6756-3p","hsa-mir-6756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2369",25947,"hsa-miR-6756-5p","hsa-mir-6756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2372",25950,"hsa-miR-6757-3p","hsa-mir-6757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2371",25949,"hsa-miR-6757-5p","hsa-mir-6757",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2374",25952,"hsa-miR-6758-3p","hsa-mir-6758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373",25951,"hsa-miR-6758-5p","hsa-mir-6758",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2376",25954,"hsa-miR-6759-3p","hsa-mir-6759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2375",25953,"hsa-miR-6759-5p","hsa-mir-6759",0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2380",25958,"hsa-miR-6760-3p","hsa-mir-6760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2379",25957,"hsa-miR-6760-5p","hsa-mir-6760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2382",25960,"hsa-miR-6761-3p","hsa-mir-6761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"2381",25959,"hsa-miR-6761-5p","hsa-mir-6761",1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"2384",25962,"hsa-miR-6762-3p","hsa-mir-6762",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"2383",25961,"hsa-miR-6762-5p","hsa-mir-6762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2386",25964,"hsa-miR-6763-3p","hsa-mir-6763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2385",25963,"hsa-miR-6763-5p","hsa-mir-6763",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"2378",25956,"hsa-miR-676-3p","hsa-mir-676",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1
"2388",25966,"hsa-miR-6764-3p","hsa-mir-6764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2387",25965,"hsa-miR-6764-5p","hsa-mir-6764",0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"2390",25968,"hsa-miR-6765-3p","hsa-mir-6765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2389",25967,"hsa-miR-6765-5p","hsa-mir-6765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2377",25955,"hsa-miR-676-5p","hsa-mir-676",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
"2392",25970,"hsa-miR-6766-3p","hsa-mir-6766",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2391",25969,"hsa-miR-6766-5p","hsa-mir-6766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2394",25972,"hsa-miR-6767-3p","hsa-mir-6767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2393",25971,"hsa-miR-6767-5p","hsa-mir-6767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2396",25974,"hsa-miR-6768-3p","hsa-mir-6768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2395",25973,"hsa-miR-6768-5p","hsa-mir-6768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2398",25976,"hsa-miR-6769a-3p","hsa-mir-6769a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2397",25975,"hsa-miR-6769a-5p","hsa-mir-6769a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400",25978,"hsa-miR-6769b-3p","hsa-mir-6769b",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2399",25977,"hsa-miR-6769b-5p","hsa-mir-6769b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2402",25980,"hsa-miR-6770-3p","hsa-mir-6770-1",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0
"2401",25979,"hsa-miR-6770-5p","hsa-mir-6770-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2408",25986,"hsa-miR-6771-3p","hsa-mir-6771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2407",25985,"hsa-miR-6771-5p","hsa-mir-6771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410",25988,"hsa-miR-6772-3p","hsa-mir-6772",2,1,2,1,0,1,6,1,2,5,0,6,0,2,6,0,2,3,5,3,4,6,1,4
"2409",25987,"hsa-miR-6772-5p","hsa-mir-6772",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2412",25990,"hsa-miR-6773-3p","hsa-mir-6773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411",25989,"hsa-miR-6773-5p","hsa-mir-6773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2414",25992,"hsa-miR-6774-3p","hsa-mir-6774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2413",25991,"hsa-miR-6774-5p","hsa-mir-6774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2416",25994,"hsa-miR-6775-3p","hsa-mir-6775",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"2415",25993,"hsa-miR-6775-5p","hsa-mir-6775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2418",25996,"hsa-miR-6776-3p","hsa-mir-6776",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2417",25995,"hsa-miR-6776-5p","hsa-mir-6776",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420",25998,"hsa-miR-6777-3p","hsa-mir-6777",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2419",25997,"hsa-miR-6777-5p","hsa-mir-6777",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2422",26000,"hsa-miR-6778-3p","hsa-mir-6778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
