R2_06D	R3_06D	R4_06D	R5_06D	R6_06D	R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12D	R3_12D	R4_12D	R5_12D	R6_12D	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24D	R3_24D	R4_24D	R5_24D	R6_24D	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48D	R3_48D	R4_48D	R5_48D	R6_48D	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72D	R3_72D	R4_72D	R5_72D	R6_72D	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
GC_034	354.188120285475	348.272456991851	288.120922676118	775.742657314671	344.834804031159	479.92390165149	257.890356513768	291.035118610922	639.106152603881	419.425633285243	476.9881567131	329.811147271657	196.88511901138	287.317500745961	657.40369693293	566.520445034797	349.612557955119	486.304067900023	596.055036553408	560.380543260635	350.002935824536	368.748207402806	337.950184071598	518.625593118609	569.547466366655	516.447301827956	436.003470837136	530.189971272338	792.157714357669	760.286428796285	471.444335291426	868.987206350785	336.217450431837	853.229087684816	494.223229703307	721.002921537579	806.152698902884	418.262733719963	538.727953450088	717.458780109415	1613.04805534343	980.094520447671	589.220528726961	733.572942829618	896.446421363925	1660.29805667093	1159.39517587026	737.564250955604	841.612020557239	1025.67102905445
GC_036	147.688975597503	96.1292062051387	122.490334960108	229.277730980753	103.609524079526	164.128908308077	135.568234337295	153.855013680766	148.610575581037	145.378986100446	189.516547391636	152.199541922801	122.393545855747	214.610097690848	152.07036483327	219.844103636665	108.871273438968	119.274855619122	187.072789306629	168.847257709973	219.160909993474	200.759205043917	186.678760584332	200.898803572162	144.745148711665	168.329352537301	146.665376679067	109.462601518766	217.70880994592	180.031060620439	401.224048823008	317.251844196008	229.544699333554	322.338679786695	343.651778413995	539.149057506768	216.841386747434	130.631899928472	352.47303150031	255.055472594391	757.601355144237	437.670938508102	321.860017815035	582.623334764265	696.622784341566	88.6112424628013	380.702168513342	232.252687293535	87.7715337192114	300.771564595144
GC_037	73011.3934409715	46197.9610173698	51583.8962158422	79415.2877223322	46043.3309207178	76448.3418139344	63431.912931251	58442.4252816002	57248.0462951709	60958.4563966538	63784.552607871	63335.5802038369	46198.5724471162	66445.6065516621	50193.116763784	65317.4396527525	46431.6735293049	43904.8936339204	68099.8547950952	54681.6249987853	71983.3905528278	79751.7026590512	63581.1015239801	62847.5724127373	44650.483550835	57520.730493724	52229.4550773557	40705.7498717751	65578.741280099	59875.8086871352	91823.0450288029	65151.6741915823	60583.3938366797	74168.1068664789	70646.4138475964	101602.706820906	56815.0058232162	38693.5081425875	80225.8376182647	60409.5475310895	77555.2015180063	69886.1834150087	82092.4605880895	83739.4073030321	101420.981779803	83201.0037937671	70174.1229847722	61781.5091189938	85032.7958845028	60457.2806430161
GC_040	1013.55837183111	501.111037815459	419.146031965232	1027.00836634705	414.280828081427	1012.58820542535	627.731447839624	557.83365862069	739.158515297608	703.722620121022	1216.0388697433	687.31224330519	439.58039375734	1159.50808184016	854.228279995288	1040.52569517061	479.617500093929	422.853459100214	1247.85116802791	1115.5964576828	1337.20536619973	928.761604916851	699.126247155273	968.170937218374	645.663054791533	627.188991467817	783.115597929645	408.479805947276	900.017534312602	939.901999917031	2228.24001697285	1414.38822750701	504.072056558775	952.346734172189	1377.41418292369	2327.98408870493	1154.95476975605	434.614861013797	1608.20556595856	855.043671401399	2699.89067792891	1790.1592744719	1054.83093681788	2672.71121908909	2718.27141432173	3981.09479225366	1593.89617223883	848.181790165308	1965.91838251953	1225.41926161098
GC_041	1086.26587296832	635.778455849272	631.489351746443	1276.80538032037	356.938409477077	1261.64235232052	1109.94501504052	986.17372105081	727.281315943035	1263.3748081396	1210.62541373205	1140.57969971063	727.40550686611	1957.20781332461	1051.19191087516	1189.48024253149	393.370816724991	354.06560171058	1957.75893696364	1617.9364101873	1676.53617849142	1381.67116789159	859.979103759793	1415.65572206329	194.774173967454	540.463347741791	436.608727454725	257.251834198676	1152.02782638023	1675.74469580927	2527.87358556872	1465.37194773929	862.494504568579	579.757031622959	1830.14522019383	3298.55162267932	1387.03021768223	105.431112053749	2064.06126332538	879.384083409637	1841.17813002198	1945.45946177272	1399.19974507929	2527.16380981029	3302.46132353999	3504.77091922838	2295.6467524019	313.796671708985	2586.57004704036	772.574424597094
GC_042	488.225800294154	273.277635540882	266.965875486846	603.548773599982	299.414527522713	490.630599826708	351.250056714177	285.818636461667	407.094344169924	401.051354230028	581.786966716094	428.572387527979	228.853677378273	574.74456476149	472.848885077797	633.261337862194	312.781698099197	257.350560954772	609.884211832395	501.17307081151	585.878223926912	464.914736514393	340.921641177582	545.046541786352	377.192278235745	416.643981667053	402.577029737995	258.924097718381	627.922475380944	553.226966825655	865.707134711507	611.893775165461	328.765676583138	785.480059777552	763.522840816805	1095.2796299601	567.532710819749	224.092020680321	927.762702993819	601.300118517636	1018.84178519931	826.526859527631	518.525672600235	1051.33636243914	1148.8215768245	1135.92211393535	782.815931642573	407.315777282205	1071.79813534651	601.300905727919
GC_043	137.914618133304	56.8808006825243	62.3551545239357	80.1839585704897	56.6105164259611	87.5149161502658	69.5442405844291	41.2592528283822	44.0026578743966	73.4630392938308	97.6644448176454	85.1827594244214	25.2035332868666	96.8721908432085	94.341546804749	74.2552325381335	60.8670066604636	49.0773862994436	79.2828255691856	92.3406333459742	115.340232448939	144.362420382311	64.9778834502331	80.6995137059152	108.254197597896	50.3512245856807	125.150792709291	47.7537223408927	145.560442638248	132.800156843593	318.467030309969	256.006016173377	65.2907101575249	205.829520388263	253.83835031778	329.960009548748	240.055194257906	51.1852437367348	306.730810321235	306.714999560407	373.183008716363	275.359918648498	104.089430942302	189.175871028221	600.254321297392	364.661730913741	303.948002702399	71.4527997638087	342.35272182682	324.940083395942
GC_044	2483.90206689572	1750.75806589863	1636.27014463693	3539.43623836679	1678.27589015898	2782.65709807697	1873.73529396413	1866.93883443265	2818.43271650441	2519.97512318539	3305.38216159571	2147.35425746652	1358.8290413562	2579.47240283715	3353.54567321496	3834.02530654658	1751.82127216508	1894.16904298815	3544.94326604587	3037.3878141934	2856.62914634185	2203.66264705412	2196.57386312118	3120.85436208724	2186.46540441844	2382.51825280288	2420.36526564945	2032.53031966938	3646.9501946001	3236.51751148907	4233.42831268121	4289.65613090067	2307.49438563848	5613.71813056475	4129.49302762047	5911.57053337592	4151.19555883808	1713.58569872634	5327.81027529992	4184.1474715209	9209.45775001711	5155.93020170979	3829.73344572999	7136.69264229983	7613.66687283784	9933.06828271787	5880.6329625355	3596.49074871027	7071.76156473795	5726.75475219535
GC_045	5031.40083033578	3145.45603360979	3089.075287878	6712.92969916015	12674.8520717615	5719.24624905704	1872.02250883093	2010.74431754554	8673.49770925957	2501.30778255771	9896.56686915067	4555.32651572252	1559.58624709102	3545.47349007496	10400.0863054544	10155.4489802338	10611.8057538364	5553.22041425245	8691.76701236917	3577.89997275326	4537.96054625281	2649.78123625452	2767.61666456266	8057.07859902442	11847.2030422757	13395.9929081382	9733.25373601724	5597.48995458686	14269.7266391354	8006.57978650919	5461.55802690115	6975.24439169121	4795.35605817963	14552.1437635679	3428.72321138976	7466.3152874221	6382.56539753518	10283.1494050874	4894.88397743144	12688.5487078202	14522.6838716587	8848.07432436359	3792.08808191723	5839.52580014985	8327.39861623229	7304.3530701224	7994.53845125898	15562.1735711132	14149.3836610906	14526.4640028735
GC_046	89.1322986151824	36.3586518714069	40.0714650463467	93.8606507099348	43.8173502499906	96.8296626352812	43.9299262305601	41.5981012414962	68.4121830035077	53.8756216363051	127.957004981634	67.0992685968906	27.1681881268368	71.5691624212658	81.9710857986374	138.26151340237	48.0552869014389	41.5534320232677	106.510719553373	66.6953993669058	78.9420215877155	66.1077103045212	42.0552143469311	85.7020936746343	60.7816005557278	70.8327633549545	69.2077881978105	41.3001983352677	105.069131404353	84.7382740673593	166.964634980821	161.87034065824	57.2662735730949	169.695374351468	133.511631685104	244.406500675199	137.56581658465	38.4614375179106	168.702674288039	165.076061293779	462.716531722709	248.11143922605	114.112509057452	241.326111145158	324.791075830717	470.866435745167	280.515735909981	119.434113353898	361.155260757394	248.892681699355
GC_047	35.3770603872054	22.611914163403	21.2669786558823	48.0509481745867	59.1389057694862	38.0358892090114	30.6493862278653	25.5117186820837	45.1127331971171	27.0161877503243	51.9406858342282	27.6836036773744	26.7294787936395	55.025108716469	55.8828383822601	51.5544473311262	43.2423886379823	32.5234820953352	43.1487244456599	43.8810308403321	33.6767849119177	25.50369389209	34.8539790135525	50.6668625664772	83.170963781464	54.7662580715187	49.5344050311219	32.0733077177364	85.2710390455171	43.9933232597542	60.1552436762915	47.1688544526674	34.8393691850316	92.7347682318403	53.4046526740416	58.8923431801622	38.5000580046649	72.0789429884026	46.9225715822308	75.7311029679784	114.571688765634	64.2773497041382	53.0093779188533	80.8884159152561	97.7551891989872	69.5686230040708	47.0339688294514	98.4683249094533	73.0887653721755	104.371398562912
GC_048	541.078904843131	348.762245746293	367.956041235634	705.788626756615	698.089507502957	601.727767286561	441.915778287986	417.024308844813	649.56997736723	447.614067325441	779.252746882141	449.212947409368	374.060108560276	749.187550458978	723.825400932025	776.892740995642	563.483244392607	457.882917960072	725.040439473376	646.557110981768	619.437884177721	528.377804697949	480.496742433898	797.321956112773	1103.12168123986	723.395795586885	706.995677435162	443.249933003129	1217.71724157083	743.332298821779	1064.56871689829	773.413528470122	489.605164197372	1334.25450716745	921.805739798274	1168.90676064075	642.502662458221	826.596949396237	903.121066799549	1100.39416416922	1614.93088159003	1034.92680697917	819.06900315629	1482.85030579366	1602.16396814939	1339.48374149414	883.981323437047	1353.3192606849	1416.25698572238	1654.52081656911
GC_052	7832.76448443639	5486.23812254691	4167.19917426462	8784.37551252605	4837.76452114032	8555.23451945047	6759.87232401587	4551.72398216998	6195.91877668406	6284.71223696595	6653.18872319536	6234.74982650206	3673.75195619355	7169.61949454818	6460.03214322763	7192.80076392283	5005.52190314329	4460.09648241623	7983.3809983633	6523.76868017377	7027.43143876058	6953.27304191626	5468.34522324982	6146.47654394617	4152.45949176872	6184.57518642805	5122.44442655137	4446.11885651397	7197.41979195151	6470.7741125837	6323.96687464293	5375.37168550695	4027.99515058435	6680.64385240013	5822.20694993077	7768.80905394261	4358.88293965625	3035.46698670353	7431.21655206381	5139.11748645513	7678.97333724717	6156.34309605679	4460.66190044785	8262.47282576379	9570.70667060515	8097.49018163848	5855.65695240325	3786.10926893276	8236.19120173959	5216.09924882944
GC_053	16207.4354508925	11577.8143298545	8719.84368142267	18109.8675242924	10109.5833267352	17718.1692500676	14316.6717247586	9684.37681743343	12888.6599531319	12973.161090012	13566.6279195377	13078.8434979624	7852.93521286797	14538.5771843791	12699.2323784869	14479.4431264105	10505.1283456836	9421.11121453714	15585.947372604	12634.7542696165	14249.6136302022	14606.5670020849	11760.8149785469	12685.5697588012	8741.72002071119	12992.5382189211	10754.7743208063	9349.18960803935	14465.1508941774	13013.2120699132	13543.9008435673	11391.7596651605	8562.52480749112	14041.400355127	12216.5125204793	16350.0441137492	9329.19502335406	6040.85222980048	15244.1453095036	10904.2733807254	16130.432626948	13053.847316313	9361.74318636857	17196.2335249675	19904.3918725312	16694.4728975818	12378.0666938873	8014.75087082666	17142.8256940236	11105.9511323531
GC_055	4468.73036239858	3799.93625673283	2409.44607786708	3927.4603792268	3201.92685977123	7012.12658698326	5266.77124980493	3665.76913782939	4317.38016334319	5663.21724177118	5835.02747352922	3364.08131627231	3589.62149392014	4544.9157219243	4349.77533815482	6722.81562710038	2617.74046750634	2554.69873584859	6493.11608883823	7827.36390676087	5661.99213954754	4439.12774131682	3038.68632300647	1915.16962809316	5805.80882257087	4898.70288456746	4674.74271856755	1533.61874211774	6105.64626616337	6581.68282916422	3645.09333549475	4117.92774923248	3290.09774074243	4639.94649013129	5783.58576911765	9938.79203500253	4382.38900733322	1909.55823107534	4252.05203286848	6105.31946973157	6960.46630162318	3612.19951825895	4853.79714041506	7012.77685435929	5026.9363394869	8536.81779763571	6034.05343884536	6384.45563806741	7126.33776540007	5444.86046943415
GC_059	4692.19111138178	3022.57619826621	4119.21788557784	7794.26280355829	5055.8350776302	5079.199346578	4336.98713128833	3771.35608676842	4633.04797601561	5936.13253497854	4753.17963074262	4586.97579721295	3657.78675132894	6698.08961656824	5751.03211649363	4713.39587790528	3314.34655043929	3633.87714794954	7433.03317462369	7440.61849900879	5508.67595815537	6231.86139054668	5482.80075565061	7476.4130010077	6717.42745841769	3642.55764805954	3476.00909957638	3277.81314617814	8852.15183994313	7375.82895420176	10327.908970104	7372.02608572275	5528.20687766291	10498.3704621381	12621.4210724346	12509.4975787981	6916.128082931	3698.1600850889	12190.0469302476	11400.195161503	10280.8201175351	8073.88963280584	9423.87372222789	15999.9356255123	23813.1676907594	12295.9820270951	8089.37198520837	7110.15668488541	16686.1544512069	12054.0514432699
GC_060	56254.4318335143	48999.3894298595	51863.7528652336	62341.843493985	46036.5139475356	61339.6368821647	47788.5212850955	47543.2323178355	46796.2746447521	50262.0088785224	47272.2182424995	47852.2225186715	36722.082079892	38620.5899223157	39802.5240679389	49691.5922654182	38867.430103085	37499.2435368781	49454.0644640287	37740.9150697913	43598.4976307238	36669.4480112844	37076.7123115531	47502.1927013458	35802.3831302667	42488.5956256992	39026.8348059854	36821.0463859877	46037.520978919	43331.637345606	65112.374498204	48983.3935780954	45868.13764679	55852.181465291	50614.9821204043	74924.5034443853	42717.7009999291	33082.7106900007	59649.9183876629	44535.9534854729	56557.4713376606	51891.3012659224	60657.0806341218	52963.2786430445	73760.7565894201	60395.9706988753	51799.9626222129	49806.8729349776	62237.4111390721	44108.7041013323
GC_061	337.785689758215	363.472234671366	157.711436453359	243.85431720262	352.879679215102	948.817395432367	432.792400191514	293.843993614367	252.338925409019	1262.42065418272	642.719687903741	230.903970071815	440.731210993698	757.508272097851	392.790905458012	732.355962399037	301.154778972755	134.473363736649	1332.74205459361	1975.93885318789	440.671202895084	380.186076007993	142.235768205807	160.008149914807	2521.3804074655	438.03705122624	508.130732131554	91.5387629483992	766.76654389746	1848.60991155188	393.428097803664	425.25057557384	188.506256034235	342.851746297176	537.806337057985	1018.59133313417	440.117716089386	162.990600128043	291.189530013021	944.657465733476	575.220534937535	303.974547905253	528.454637305853	314.902536871856	482.130466110185	449.4438411994	448.049540558395	634.345670301324	640.446220521606	649.428016328796
GC_062	64.5062858735724	65.5092459066099	56.3388381936532	134.47473835432	50.0717870471317	90.3392832425946	59.5773803620567	64.3722814281588	89.7037916524093	98.3051190995654	83.1107957095139	60.8874308705213	47.5141282171428	66.2553438472086	109.368300600545	94.5719970593084	46.621054556734	66.1312810599352	125.911579217011	134.217557960233	63.7433743872878	71.1133420792199	69.5639333204374	99.4563267007577	92.9476982041611	68.6748537298539	59.1625628218514	68.2801682200976	108.848554472854	148.178664299781	107.919625493355	169.464419266266	64.5032988958948	120.87534097886	120.339507103144	177.014038657397	151.996162305525	52.5057551483878	137.445246945218	144.418702571523	317.711524171176	195.558139009054	133.813582786133	138.737595315472	221.155807546714	413.590748938776	230.601367922061	94.2341309798368	216.763360739405	160.594155550515
GC_065	2388.90217154192	2261.1914163403	2124.77637541143	4492.89948739291	1231.99097591346	3434.6569810585	2669.83610248601	2912.00975992078	2765.58585196047	4049.09543908499	2409.16457462214	2466.42317667818	2009.21880687422	2440.21140036767	3540.25332886534	2607.09607240847	1186.48996554174	1672.80575412775	4216.5040233027	5497.93315774438	3563.49714519474	4044.46704676033	3187.01661037863	3353.703281661	1286.30029999464	2015.75422810224	1523.41564790242	1406.12042524384	4086.87855007369	5602.75179611364	4266.94603972488	5793.1351413264	2463.2729663257	2613.81859658129	4540.41855493097	7027.96003996473	5665.89127996482	636.59757147004	4762.45157664284	3516.43410601282	7969.69540300349	6512.90199303891	5364.3859154781	5905.934801571	8819.15512298854	14930.9063469547	8532.69616505582	1903.72094824943	6449.8279089264	3950.01335925855
GC_068	12541.3580263454	10029.0533094337	10509.4599353152	15108.644353315	10127.7417592933	13440.5722221983	11517.8689266145	10845.9937629058	10812.8433635861	11343.2275931833	10860.9598116175	10770.0512555398	8577.14895038242	11266.9692602864	9150.35808493586	11166.0575530724	9618.51198713872	8896.61509690857	11324.8395603808	9546.50506503818	12296.1878631623	13864.4070070092	11451.5560320931	11015.2747030441	8957.85732148887	11089.2867331413	9225.80455335423	8980.1728658564	11167.6803234115	10272.3951154286	15270.1286175096	11582.087003044	11529.4689664606	12981.8425647086	11846.7083199584	17739.9820482617	10179.6512321392	9379.24083196876	13912.5279019042	10376.3816220815	8021.30538208294	12008.7675321561	14606.0168629316	8753.08378035092	17116.9462353441	8713.11572848092	12154.3054895441	12036.6506484126	8906.4895051737	10622.9844621078
GC_069	37769.8245855715	36033.5056067706	39899.5942793672	43168.0040294318	31517.2562886775	41107.4653029716	40793.9285421468	38976.5915763762	31243.9555918328	33565.1052179484	28581.7599066912	32477.8162794708	30145.0979930436	30572.8025616335	23863.1706773071	29548.6976450464	29425.4477412985	30098.1423619899	29684.4187092595	24501.4439852339	32600.6504153308	41368.0426756427	37898.9872631569	28036.2210676196	23075.2785713608	32419.9567390024	26076.8405088928	29780.1398190661	28904.0096408782	26683.6691726988	39787.8191965049	28745.988163426	36576.2982122088	33447.6598022636	30458.1594402743	43631.8027345638	24960.8657207595	30888.656297083	34475.6600031385	26779.3621545369	33967.3014910707	30462.8623187287	38254.701082782	32939.1157930081	43764.2490120743	36249.4415793029	30664.334092147	31944.4875012278	36969.1643955477	26827.0181896806
GC_071	8365.74655311924	7646.48407659673	8362.22264560402	9877.6449478665	6820.54196140073	9087.14619818253	8692.95261040942	8301.3848534356	7238.121789099	7503.81430150663	8529.50397344308	7193.36519289622	6461.77520108702	7045.75213145303	9454.67622043853	10118.812191753	6405.67847463078	6452.33596224677	10289.8461367063	8429.99289302232	7567.75505920189	9216.81973043502	8219.33082431624	8627.0922504487	5936.62647707213	7168.10450696492	6005.01538498811	6400.32365034136	10128.4208865752	9418.53181775332	11157.2458052575	12996.6119001973	7983.71310563526	14723.1170447234	10779.1587764724	16194.4582381087	12452.7777421248	6605.1240337192	14736.6747833964	12111.8632140372	23013.1621678299	14707.5841102854	10173.447815229	17226.7673612075	20484.0524099581	28667.4090892349	16964.9046792956	9216.3603930642	19418.5510075668	15618.7518668229
GC_073	361.85998438209	214.31523265198	218.826017222368	671.669057725933	167.660037856052	419.495394263471	108.249741810689	179.919590300036	459.47412784037	270.284554440555	553.078554732239	297.825576302681	81.294746873329	164.144038358078	536.806086380326	617.963871794769	175.123737520261	320.162627598236	625.132074974286	333.042686607991	247.0503587094	201.051200230774	168.940980921062	495.266864454602	261.49328521288	298.089170970793	329.437616620885	364.029392882985	666.904357587482	644.278522901344	355.307356020925	882.844320054945	347.377215494394	898.328548643615	382.771709575368	707.98126371472	798.924478713585	174.609866427774	729.500265831695	796.480435794213	1838.95981837145	1004.21327479516	451.869850299253	596.402746035315	768.930648128216	1833.3230911272	1302.10985487218	478.66287763808	1338.73466713646	904.053319970879
GC_074	936.578783106585	769.996900858179	881.077867042101	1160.84638719022	424.122190430507	997.559982816596	844.867846535661	1048.50399493678	812.411354626421	941.177463059732	739.614852130315	723.726683255786	589.135769633646	817.54285697291	810.509728269037	811.612963827054	369.725824196278	581.868527977888	938.171008415729	869.698379662322	1040.02565253552	1007.35836649925	933.977481996048	728.110060252647	389.456719683524	473.549546694491	542.386222211091	573.26842166025	876.697440889931	908.783455180246	1257.69273845962	1103.16767422426	837.147020228288	932.39275188847	1172.85620355405	1933.86128784211	915.437125447236	267.662726650795	1427.007206847	851.683221322948	1287.88738587663	1182.82494608684	1033.9691310383	1364.15410710323	1774.5502376801	1561.36732491444	1255.24532128735	580.289749561109	1446.26931754622	755.930981360553
GC_076	162.823945584021	198.650155655745	230.056474372229	318.078599868771	45.87393488348	330.208167530913	124.689036305275	180.178185141623	241.062258606082	354.15468724971	173.38444847812	161.038244632537	154.953408106515	282.642801244385	265.701200253363	202.630071919845	38.412483666881	99.5222166506822	457.575337935547	358.180353213877	431.583707130186	318.191326478349	280.272079175095	363.499823882655	27.7129646311598	51.7774292229598	65.8203856153352	71.3597239271613	308.82449859737	367.945629799998	437.7564263648	318.464044537195	258.757657140029	125.467818555833	311.418438599598	782.216883078682	285.91916467203	15.9633786072252	522.108328329114	168.931169623778	264.588437453562	321.070050150011	374.485099311633	389.460488856956	588.881365884871	815.859468742619	383.770829054716	50.2383068301056	645.61997108773	127.732505822481
GC_077	875.777955402125	531.535082612211	975.22155808325	1160.03138877595	757.022754809094	1010.40316498143	502.818630562172	1103.5311938138	870.468900603241	784.730291059557	1054.99140259607	707.863972003566	507.052617581817	613.06127486881	690.57379353769	815.107190224426	420.25275260875	782.732204026575	1002.42423051424	625.799175214585	1000.5890901714	922.47119431998	988.29753715288	744.789142665515	441.24500736589	667.017306186269	444.889044878554	579.922146228094	1831.04856968732	756.897761188395	1230.79589705296	625.840021247649	820.64717515504	732.014302711137	737.568640002158	1703.87128827921	494.592923552134	435.114680753721	716.348830784191	678.02053798871	1121.2059132461	889.5249962051	1124.13762015401	2902.75358262797	1214.99722949799	1439.22095250436	740.513598903502	774.490649998178	3433.76788679289	560.650425998826
GC_078	977.838351532885	796.445493598044	744.614754000189	1549.45630816049	651.084451071057	1205.08217579249	756.74978526049	851.731154616075	1173.61651947186	1066.73730839884	1202.87562407384	914.726416901517	565.610776404229	953.413484934085	1385.36217437165	1320.04043420855	663.516698758867	828.966270535502	1352.13685148861	1246.78430936393	1138.49304409876	889.776076111572	964.116546928167	1245.22457658437	797.926301529275	839.594268186771	819.080047870611	850.481429562456	1334.3294096844	1344.93951050785	1584.36091474836	1680.97722803163	1009.33954657839	1739.74365415578	1483.20041063434	2364.5402165254	1616.33963188976	679.180979188811	2114.11686375549	1484.36725521326	3246.46486735459	2004.3777782632	1651.45505376135	2456.92761685443	2825.02231409641	4459.83810304015	2282.87635526142	1265.72553956825	2803.24946787383	1916.33208292814
