R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_19912.2	-44363.1517389474	-43532.6879109041	-44279.3497346317	-34437.8921145973	4933.36964810014	-49038.573051412	-40718.236299375	-53742.2682317066	-3357.18233584482	28349.1967283197	-50179.8419618962	-28106.4027867356	-67890.7663139575	-20486.4853008569	22135.9354874883	4014.41890354766	35603.3812068978	-47202.5342041142	69461.7220352614	59874.3914881077	58788.7285858234	33847.565682191	-11454.1231370082	90378.4906011703	46543.388427665
LP_22839	105.184632198201	412.723575145639	15564.3939812603	1334.4758176285	31321.5495272874	-3274.02538728462	1884.52952817036	-6127.76595612478	3931.49718801456	7690.87643894648	-13693.6769601733	-4514.24023261674	-13259.474971403	-12346.3986029606	2960.70287515606	-13660.7985235294	-11371.5309731507	-21967.9520935805	9300.04576568956	-6039.92043625006	2389.91895326388	-21604.1386965378	-29884.7111314285	7163.08302280791	-2582.39727761424
LP_37291.1	13529.8335975537	83114.9211715964	23150.8268157799	6020.75869933749	27033.8212672677	-9804.97751985197	34654.8792959772	25039.6107268436	14498.6367951284	12929.2431897947	26775.2459390124	11260.4534726965	45933.1377763155	-1421.50012791723	6847.37484095596	-29679.9067273253	-21443.0443649776	25736.9228562161	-14396.2288268037	-30566.2639492834	-63738.4265512023	-53982.7280352108	-31870.4217718671	-60531.345876055	-58021.3382725653
LP_30315	12685.2841251621	38133.2959423355	15229.8879518106	8125.31606248498	19567.8522784897	-2640.60875945697	11944.9943914339	639.209802489451	-2267.42402616308	-2889.8157955058	-2162.25878684326	-8350.42121616174	-7076.42979030102	-11701.354387412	-12016.8529310447	-11909.8873384365	-13863.5950534085	-10367.2848993669	2477.46435182978	-15326.6209890824	-27988.4470308975	-23411.505087929	-23272.4545233844	-16498.7852549373	-26978.3780370942
LP_23854.1	16073.1942159154	15456.1101936108	27675.5255363498	1851.34817409169	27727.3393101184	-17491.4469532956	24589.4958115922	-1280.04376339036	-8282.19003406932	-1583.43175170633	24819.5784427924	8927.27768621517	-17358.9466972393	-13298.0507212294	-4621.9640465242	-16997.8912124687	-15508.9858011093	-11278.4339671957	-26503.6672284948	-21301.3522750419	-19376.3503968098	-27591.5664865799	-4041.91236768442	-26540.7512796508	-32495.7285296999
LP_004456	11149.9168251503	53011.4293285401	39758.1549634793	10085.0618782479	70385.9981858429	15613.3515767351	24801.8192370989	64058.2780607417	50087.888041036	40496.5010745318	35219.1538272931	16640.3886742909	65834.5504202312	8807.99965788065	34106.8167808403	-45956.2558085895	-42044.8167351738	10323.9071365402	-22770.7093371889	-35919.7354489702	-86718.0922411816	-75108.2006706983	-55730.0189183067	-81941.4156133184	-82453.9757254865
LP_30123	836.95763807882	4648.50499403385	-5723.06272632347	7519.07793466029	21775.8024737004	5819.66817267	-3964.79680489445	-16983.1083403646	9138.67136797968	6678.06743805009	-16734.7980490926	-13787.3442241113	-20913.0296870304	-10991.0930444665	-8541.08080896364	-2509.01875508674	-4396.26792098585	-20391.4282116454	31330.4002457837	-6404.12886783871	-13520.415187107	-9362.63791350235	-16693.8180679504	143.453081024672	-16785.668936081
LP_001959.2	236481.46331931	437588.937629318	952462.570969917	410610.756967341	1022509.05099644	117532.466974945	143626.357045946	768878.576882964	562833.577093606	534452.704601226	291066.115609839	208400.5077007	912936.121123689	348697.372313112	520365.906183926	-409704.55321959	-368752.238401426	342978.841377364	-270586.174043365	-411398.702763568	-1080491.09611656	-926891.572020835	-378932.587106795	-1094405.5834372	-1014205.69676844
LP_004687.1	-657.786866693001	17214.0355914416	-8045.68376874553	-2914.41053873401	24473.7156850752	-5345.74025756748	19518.0090158342	5034.58807902798	25916.0086053948	37172.747220282	23296.3380224323	11912.9516300885	30140.2651488937	16953.2372401418	23389.0134069342	-17367.5181513844	-7221.57623289159	27867.8539821568	6079.12791601133	-13232.374288876	-61166.5623041301	-42270.039578567	-19108.3022058525	-54303.0266457217	-49387.529597188
LP_37954.2	-1178.11937784233	24014.3614514099	-2020.33485529908	-8031.35395239791	23428.3148433549	13977.3232081648	25362.2218157795	16068.5884538252	21551.2075899256	25262.5560015176	32023.8162061659	23419.4331293629	28246.2910524978	19022.1412992507	29764.5129568214	-27547.8425586774	-18018.5866915745	12594.6934904648	-13771.446866845	-14314.8251030172	-53260.1199195565	-45831.4604644301	-32726.882541321	-51037.9971925758	-49304.0126825651
LP_27026.2	-52468.8522308853	-73492.7236858458	-60714.6268740844	-71187.1152831194	-35252.8496756963	-75687.1309526635	-36627.0441107282	-84861.6525887065	-38867.2645187993	-37613.0572966006	-48370.634624449	-39010.4789272459	-95472.5201374251	-36179.7208236547	-17797.8466241149	2517.21638658285	4304.24864213914	-34771.2856513062	69752.6178900952	-732.080281653063	102934.138991786	60269.7342914775	-36484.9478796946	140541.655147657	32929.5568858124
LP_005086.1	-3449.70000032746	-3990.82393046888	-5946.03014661537	-9136.66814680947	-1589.26564740962	-5002.38938110262	18910.0849152537	-8588.3598077908	-5577.64868253527	-1833.57547996683	9005.91668732462	2366.45997151263	-8576.23607930242	-6055.13572840127	-4463.63416412724	-940.564575346451	9137.09474538805	-1366.89384839816	-8886.17559760009	-7025.66570998257	23394.0042006102	11886.3817167003	-2595.12834621101	-7375.46542299957	-6901.42818853127
LP_29011	-77741.9958745582	-166321.205942935	-141396.170391518	-158821.521552382	-105130.564823953	-90543.6004101646	-169025.962102425	-173270.960684737	-76991.8581966596	-70276.2866123022	-124150.748837101	-59485.8875139019	-186289.995528692	-100199.272716604	-27056.5020097844	148563.8485381	106711.65543921	-62392.6036520238	236107.254979674	133393.976115265	170142.193589198	198601.696912736	89397.8909649741	213315.318550575	150089.721473906
LP_004544.1	17624.4484193603	35286.123694223	27396.3670582009	9472.68123942342	33880.7718017524	10267.4591428046	18869.4381111108	30024.8217746901	19175.6047847314	17891.8406093691	13936.1669184771	6211.48236570189	22866.6053614556	8850.56955008118	8515.35982351959	-22464.3191509402	-21882.9775640675	5859.04992545162	-10586.2087731464	-20878.4475926639	-50480.7162430552	-43535.9090112333	-30985.8928076313	-48194.1037415607	-47841.8981706542
PP_013297	-25316.2398217859	-23860.5058709726	-28754.6191733194	-17726.7367888092	-25127.9081917743	-19943.7303968002	-34180.9542997365	-24753.1352691642	-8443.84726366778	-8759.51269886861	-26454.1657945736	-27006.2496431507	-25400.532975634	-9239.92900465045	-17339.1875659893	13617.3719232827	-25317.2562553559	-26230.216010149	1881.15276831436	-1144.86431670054	14521.8815564217	-8260.13336709114	-11345.7798451373	26517.973931281	1606.60838411278
LP_35001.1	19150.7768609354	64963.6614016053	108309.009459029	26932.7102642217	61946.0229198849	6933.01486940779	34230.5441414878	71377.0265081124	25485.1271029164	14464.7387675729	5638.06679904199	-7023.17069200384	56587.877599588	-7995.95739424547	-6121.12111448625	-46210.7114150158	-44141.3626915846	-16919.0895327932	-40699.3819004557	-46337.3086391158	-59591.4570717907	-55843.2301579615	-50781.9116818753	-58450.8792532299	-53493.2278987455
LP_20843	-22187.7799098129	-19144.3991827451	-27395.4104083223	-25984.6693581874	-10743.7857952644	-16807.5623395255	-10725.7919403121	-32008.5330697344	-11993.5484538026	-2288.83388409254	-16391.7568881373	-6876.13904809084	-35420.5055804881	-21036.113168487	10229.5730998999	-342.387774892253	30935.092406191	-22762.5100568717	19734.3832884295	15343.0756439806	39769.8538437294	16716.2333326689	-10863.4467388741	37188.7049439109	27299.368641672
LP_002157.2	7125.27738337964	-14813.0100375817	11447.8295035927	40029.953610177	164948.666668079	5982.08161680814	-24437.4314601199	77464.3150564173	150425.570881587	204727.163217852	-20952.2036144786	50591.499818993	55259.6719127522	143263.682144901	242923.754929051	-14685.166533561	7014.95851234905	74933.6989032095	49802.6339126943	-9084.46192988293	-254919.825814009	-142984.273202203	-89935.4093528083	-173964.401364174	-222459.140764658
LP_36413.1	25896.7030943554	91402.0574930415	65830.3180814526	31244.4609571802	71156.4473348063	25611.1123958703	49613.6624115425	79580.9261338555	61468.3352966502	35551.3211030844	23583.7791883394	27350.6719335608	81572.2402971136	12356.8795107258	15262.0191203526	-65431.3036217953	-55418.2976110598	1783.74774761555	-54490.2205729711	-49716.5213006139	-96587.0348285141	-88887.3657418399	-68622.1386413078	-94693.0259915022	-88561.8186890661
LP_31157.2	30403.0321288351	87222.6109836745	169509.253938409	26751.21451351	72727.5174760581	-1304.16877714488	37538.5570826883	85411.8239378751	34065.8977053172	2785.24882794949	972.609175516438	-12444.9947838623	77209.2236139293	-11392.4782337521	-5703.0267839818	-53766.8504080447	-40491.5419258289	-16368.8687211038	-43662.9878171391	-38528.4687699528	-82076.4960203644	-75210.5146336246	-59626.1294518178	-85576.529340979	-65103.1520608842
LP_28691	-1653.43797314329	4479.02965552639	-11359.1127602828	-4058.66028133498	7058.67410919362	-892.306280532575	1030.23971997194	-13368.5581744507	2131.05526152226	8257.92894271169	-4808.19842659147	-4694.77730278672	-17478.0893114477	-7308.16564079208	3898.55775243494	-4274.27145859604	4233.34535552721	-9313.17002523668	18343.2301405546	-3052.13865093995	-10581.9012587154	-6168.70738124278	-13982.1535047027	1816.23874689287	-12766.4215692167
PP_042673.2	1739940.47356039	-807624.542074863	-1043672.72185624	2199763.57704164	-2902419.8284045	2611189.41323847	1765979.90089351	2004164.14930512	-121532.900786951	-2939053.73168451	2933065.49520805	2210255.12066623	1818117.61684835	2393184.0000622	-1993888.1046256	807012.533654193	39653.9960809387	2200383.29365534	-985039.767341433	2242628.5451385	-1010844.37284547	1264823.31455057	3911381.03386314	-1157454.23074728	2287792.93216004
PP_042409.2	91221.314778225	-353070.911042132	-591603.639961123	28653.975759113	-591129.177997541	408259.481387964	31534.7356656268	-7695.41430420056	-232221.149987249	-424143.345103212	194203.325057083	74130.9911867718	123.781285567442	467805.778156199	-346317.554468939	-37143.6005088773	73340.4268909651	-60912.3383574462	-116951.469649086	553326.163421241	-215224.49892307	146949.096519581	348109.150640681	416945.7536699	697295.187602678
PP_051191.2	77890.5857732595	-160522.201841129	-450878.369619628	-62555.6461990282	-438641.586017694	176642.528215096	103309.853973633	-15062.5135959304	-49278.4437874788	-169718.724719473	192823.161565883	51135.3218976867	-15902.2372953034	176350.90670496	-86115.7155623062	-235852.258170124	-125911.515979702	72017.2633670269	-395707.6581133	304575.14978548	-335422.87682315	135959.873986807	307969.596704824	647040.664273923	408417.168542565
PP_039001.2	202317.743449241	-173828.265698195	-510287.98984213	-80339.6018467887	-556912.838619766	111166.12917272	-70709.1345380277	-289060.958454365	7344.03586275969	-527540.836406222	18362.1735151456	19509.8395323361	-210415.328691269	147070.695242344	-137807.783661715	136724.201008535	-46960.5611583565	-137775.488500034	12415.7439495178	93793.7277796266	37331.15168112	126480.570111844	94507.15811281	192435.188989958	516782.381070474
PP_042529.2	-404340.117829322	255394.88160518	-114793.863547877	1002818.30407221	-691886.927641653	698208.421496147	-302853.900313584	48583.9380200894	-960294.171881598	-259118.925240602	-202685.711217274	-251654.442925986	90066.674778867	-671140.198799995	-839093.944461991	73293.4684476177	1371369.6271734	-444846.962140453	-797278.788391445	-120537.126503555	-715770.458635524	1389279.70756019	78487.9430146029	-744220.956215783	262483.486883604
LP_001937.2	-99622.7247246473	14667.3784210415	-208645.701694475	221980.930232303	-276787.446890765	438308.637799681	601578.650832655	-166650.214463263	-300082.355495267	-281204.865617104	558688.578905475	429326.219704523	-37934.435301358	460358.488851859	-301502.610970297	-91959.4674924472	-273384.148810222	984722.081275364	-209378.873137813	-79428.061489983	-254639.683319434	-232809.397508132	688976.927560455	-151382.011863492	544882.581083731
PP_039697.2	6018.08951142826	-205858.926381712	-611158.448451616	-219748.112815717	-522532.414398648	163407.176396393	140726.911808336	-221541.515156027	-209377.043656288	-355974.325072298	134208.232808647	28594.0711503774	-84857.3366077307	-23273.7469111814	-157903.27217857	336464.441873079	-175904.703045875	91990.4103247689	-97077.7387331608	12492.5667284802	592626.853564673	503445.440120714	704838.684630449	1049934.22189361	617982.406981537
PP_052705.1	257.08920763433	-79221.5860924256	-135254.665406314	219188.674688313	-186145.976757863	260953.257121003	118038.603242972	84185.4892138446	-44141.5638650992	-189251.779818602	144532.939388932	57514.5930535847	122017.08454296	136705.308840651	-216087.457609382	28446.2706769632	59920.410024256	56985.7573241621	-62084.5060651671	180022.257168338	29593.8387188778	97907.4147958113	310259.245588608	-163236.747458193	367322.36309309
PP_038617.2	997.082044460287	-37898.7133734438	-80586.3845490318	12585.2242840901	-104469.47923043	55172.6659798089	15528.8878493367	-2119.43811153845	-52813.8562412538	-88854.8778856623	84959.2557601203	15508.7694069434	-6861.35500389669	61006.1665377221	-58644.9040194259	12034.7750678539	21838.961386577	7441.9971057527	-1757.54082066845	117403.518796566	4529.15526343594	37801.0977068057	122075.273308559	108126.649231903	168972.43998146
PP_049919.2	70502.0722460254	-71746.5606655815	-111724.662010864	109003.427977045	-89378.9267405668	78241.5436601071	5029.6035935253	-23536.0040761273	-6524.19850107748	81269.6463977357	108853.772729092	23715.6766220962	-32244.7966647788	-31144.8890118896	-55970.9151720972	265788.150025034	195574.303660529	-121290.191506145	89114.6983826705	-82844.9350022803	99954.0885998635	283839.416550559	3722.59838502359	275060.218341953	75467.2135318755
PN_022594.1	51858.7998369046	3380.07770429172	-28945.6413789315	40689.5762479967	-39107.445599571	62999.5266878102	83813.9701710038	39297.963490624	-3391.83639714627	-33719.9713477597	102033.548628569	94180.4532280372	60553.2130430019	45004.52740688	-19449.2056679486	-19721.4018987992	21220.0158671684	54747.5794199259	-31232.1047468319	4776.94539045067	-32062.216638428	-3562.60363850333	24109.5441900609	-24301.0366013069	3459.69286951696
PP_037201.2	82177.8545909803	-37509.8940877886	-106255.772575289	-49836.413458598	-81370.7392505879	99299.4522856784	-31433.5209657479	-65357.8141407294	-22623.0417945871	-27373.0566442694	-5601.59422364552	30241.599307857	-68504.0073260631	50730.5381170289	-18388.8994985877	77083.3192081699	-8000.47741987207	-62734.0148224632	19879.0385868432	42111.2770588274	5876.86516089304	19212.6329700495	-15735.7552739927	134071.628830353	54546.15799768
PP_054889.2	-231227.303829821	2321597.27696712	-914432.117710529	510635.634768605	-1277428.4892801	164228.373804788	-524907.729639902	-624378.024255538	-912399.523350313	12139.9476469229	-441201.450937382	-821878.312823006	-727016.638981075	-1375669.99336114	-68746.0469617776	-354299.734131494	1966301.22839012	-932381.476750261	-1471448.49806746	-418525.263969682	-764399.545930171	2440461.79555769	-331258.420321261	-922194.281989499	-102928.610529491
LP_27028.1	-80429.0121913535	-156854.833639719	-183203.831603213	-94462.5414365675	-176570.50052164	-16788.5919280043	-55368.4349146331	-117090.29736316	-56980.0525701409	-80307.7413116618	-14839.1383554053	16572.2492722075	-113216.586588254	-16037.0766930754	26812.3392306516	172943.73109885	186767.296512798	39276.120775274	55995.2883612945	156323.461486084	193352.273642983	218933.018453686	216921.578292823	200080.51693775	156205.012714223
PP_043705.2	-5615.15729193528	-33998.2736184207	-45168.4648197211	14766.2066119544	-46296.6023077238	32353.3434320205	3032.59360684393	20716.5888080685	-25966.8820026508	-35660.9425879956	36979.1365393855	25119.7188637394	21769.6749341074	62520.6705284495	-37968.0520739696	32918.1372100063	35681.9755999659	33868.4594840246	18446.4349870156	81231.8375114814	18665.9460996059	23541.294250006	97217.0612679586	15222.1753008583	92684.3141337256
PP_035017.1	17386.1416102295	-18256.4975504647	-17335.9938842568	41759.9591468133	-47200.5567086796	56643.617348294	34897.2978323098	44784.1416976652	-2539.04526491289	-50575.4031516045	59919.9233341292	38922.5587911612	44366.3413555966	44169.8789983014	-34715.6994109216	898.52395421188	-285.828494482761	37635.2695520097	-20201.1028073981	59236.2563932566	-9980.42261173738	19692.8603461968	76610.222546415	-33611.1036157563	60689.6457096361
PP_035327.2	54955.1607294081	-58467.7422671834	-58915.6253323059	-6823.37680557321	-76778.068603365	87490.6529460358	-7816.44241284739	-26901.3335131043	-61361.2931963853	-64782.6079179009	27082.619501358	34303.3661591658	-31919.15105071	27523.1368015897	-84617.0889749678	75825.3109833597	18094.1540892488	-48437.7356773736	-19631.8094841058	45186.0240044845	113153.594441486	33617.6613340944	35755.9282177333	3169.56982139932	99871.8699608219
PP_042697.2	480139.23233815	-149148.563497243	-191231.321017998	295120.2015549	-203291.566177985	351105.339197143	142458.946215194	-59610.0581274	-122866.581538994	-627495.17990046	30492.7938685992	-93217.6337572252	40083.7502481651	170795.253204179	-666018.225788829	197344.448895746	-112399.161131189	-35002.5453611554	-99741.0843075102	440268.416261776	396857.145039596	-219189.592821604	528677.013472472	-212539.386080246	574897.994777235
LP_001860.2	-43947.7778874376	43279.7281856656	-7004.66903141985	142145.589071095	-188218.696605362	218917.263289236	307094.311847765	-112703.047746618	-241291.985631582	-231991.366274639	263842.326287077	206417.420145856	-21009.2683562271	268267.499410241	-270515.53777194	-69558.2084122085	-225157.75856516	474530.114592211	-97832.6667587147	-34715.5506052027	-79744.2190389831	-185435.718126871	386193.832223656	-51170.5062106039	401406.544010009
PN_022850.2	58556.0521500304	24334.1908501788	-57792.2941518092	1161.75917780737	-45436.1051212871	24326.3506515094	9316.69244013018	-21525.5051260728	1983.30856864857	-26260.3483899616	1235.07344067817	75543.0185329328	-17061.7144494133	41010.2225542356	-23895.4366648306	-45618.0277230519	43276.4049244585	-29525.4227999752	-36475.8221969528	15061.4042440327	-35627.2937936517	33367.0803093099	1466.31016830682	29404.8218194046	55022.746341645
PP_038879.2	167189.497866469	293409.750427709	-118153.182442563	106787.562155791	-197713.877110356	98365.0955035501	376150.690418926	-38614.595260233	-10519.0124508865	-189461.366900248	256655.310118141	10872.6008961884	52599.574943515	142800.7704744	-141796.347057792	195875.306540777	17474.6541404859	-192544.433252773	-355849.66054775	-368976.330850126	464729.249771125	220096.814100864	-101454.491254588	-356127.269535877	-391185.663320593
LP_002025.2	-33266.8346975117	-16216.791595109	-42941.8104210975	21391.7844361533	-48755.1106061861	105358.907502827	129277.358337785	-42193.307906748	-49485.7438533404	-47969.5119946471	137950.106835317	89658.0716503611	-21047.5932728606	92295.2760356257	-48671.5090929711	-34662.2904102086	-45761.4376231332	234333.197122658	-42367.8205164856	-25144.3768154906	-46656.8327911674	-43596.4752195964	155911.88044933	-37243.8541246486	118704.663537069
PN_022578.2	-8642.85305697519	-29461.0683048422	-48645.4520837934	-9775.77517145262	-61240.7073679567	64710.7084178276	90984.2621545279	58009.6630156582	-20188.766662927	-63629.9321216684	46661.7122859667	36961.9840383182	68588.17520648	121430.812518862	-60946.8731897647	-13826.8924252528	-34945.0194573099	117219.857418946	-26943.3067522243	96167.2931712929	-30003.3517014235	-24669.794864249	100007.508330068	-31178.5915987812	38889.4800901334
LP_003719.2	3760.11116471437	34947.4269962133	-9820.2241260336	38222.1675265866	-35324.8110632774	84377.2864869433	132421.19560268	-20278.0306277731	-45879.9911565197	-37436.6420677029	121232.451244305	95355.0833655273	8155.89102008964	83914.8138518249	-46281.8407943402	-15643.7783298526	-45306.6907550497	170316.424673214	-30687.0499006214	-20739.9813790518	-48317.8608097052	-48939.5982724146	98329.5005157708	-42035.0507101774	40441.6590504951
PP_054769.2	-16633.5284133315	1762.65757655581	-13956.8185014808	25672.15829464	-30661.4216121771	11626.6115138197	-18683.7279707867	-12665.9712614712	-25534.4362682916	4244.21214404992	-9155.10756237834	-13245.3502571971	-12929.1580984906	-14831.9271957652	-14296.3525853066	-31657.6237318839	130906.409071846	-18063.1656834094	-38766.8825682569	3338.94114431994	-35243.9356082705	175667.400227863	2840.09354282011	-21043.556636963	22033.7469834145
PP_046921.2	32666.854693372	-227133.609874586	-495128.9385442	-129054.261723165	-506809.821258907	60753.9067011715	-439205.798521881	-512187.50763711	-232259.977688828	-166375.38166988	-240970.004331633	-374091.398764196	-371816.701759211	-110407.45510962	-275525.473325954	686744.189109235	-9069.63516148226	-355371.549879127	350455.995633814	-356.509893644135	1332333.263167	472941.337620297	254790.366302557	850172.587877692	571895.062063366
PP_034919.1	9896.66231749443	-21557.0013039573	-45813.7368667722	-17070.1476838681	-44185.8812578182	2110.43344999144	-18311.946844517	-29594.7803092804	-409.564872278832	-29167.6276001294	-2319.43948706826	-14007.5706452572	-26489.47100507	16610.2105096584	-7149.93443724269	3624.35555708155	-5186.71879187996	-15714.3070784113	2213.4161088047	20474.3352564227	20255.7588507743	26475.8216073581	17155.9420695811	73672.4909593683	39405.3203468792
PP_039025.2	12769.309315292	-25047.4017911512	-29856.5732667098	5694.15533995831	-38669.8884025847	6449.39335592635	4606.8932902341	6699.60685758152	-3815.82732022146	-29708.5755156203	4457.12403912293	1524.78841701546	-198.221211573713	11259.8903835532	-9706.89081583367	18158.6496014787	17721.8244295552	1151.68466320429	3419.99487440196	5130.84485718802	9828.13021639369	31538.0667289516	23259.5790453088	12648.7129723059	14547.8616627688
PP_043273.1	-41000.8677607427	-76187.0584372354	-43415.4218055453	-64112.4536685664	-36772.8018645565	-70333.8829501246	23555.4524688736	21187.4199821992	-45836.5415887951	-78066.3114037999	-2757.56898635831	-9025.45688050579	121207.611222785	85475.9481712139	-74893.0898206055	-77593.8847677078	-76533.3119461426	225246.511672534	-77177.7994708401	127909.918858026	567490.129502259	-77540.6710654123	455079.324801206	-46106.4022856097	400185.101024843
LP_002512.1	49130.976963004	-7211.35883812967	-45843.0086284599	-72526.0581133898	-52551.4244774445	8328.14951899491	89623.1859643307	-76096.589945553	-81925.1749539321	-89073.1117102445	144412.57860895	108852.861727141	-69716.4147581864	-17996.658847895	-66226.2888946151	68180.2669527998	34398.2070049796	60526.2313530996	-54981.8660381633	58942.6269619834	-76217.2863224615	19729.3385120435	155540.103829376	43503.3551262442	161138.720539559
LP_001805.2	-30558.4632679328	1098.34128849761	84410.129567563	66791.4316229199	-23900.7606508114	18133.8167652579	40053.7282661218	-19541.0048016128	-74582.5216964925	-75736.694861743	30762.0485507053	14894.0882075182	14772.0261849809	83291.8450326966	-92105.8468711261	-16400.050592711	-81982.3453843606	148549.73310927	2193.27101842908	-18177.0033172176	10025.5090661267	-88470.8815349403	97800.5942189705	14034.4018983168	132278.079920247
PP_054529.2	2951.75370932398	-8692.03788208619	-14675.1630137944	8532.15602455313	-14361.0070213389	12683.6491757798	2469.40375740585	4074.74061263089	-2279.08156323371	-10382.1709558887	10719.8124796388	6731.28553549781	4259.4921971126	5033.95684570147	-4919.24165813759	-13904.6982936167	3589.57072529881	1424.07524023142	-12865.6089918151	10883.9641086594	-14526.9240309328	4790.95208058935	7295.09684812905	-2341.4818878388	17344.4949951078
PP_042119.1	1740.95662075817	-10214.0900505146	-19771.9072779076	-1938.69749189718	-13875.8662525377	4741.78928240767	-632.614098954353	-3366.05644237281	-1096.07185014101	-7854.10659122131	5425.75010384018	-557.239553041658	-421.446613438053	8245.60013385228	-4258.36577290508	-8422.99709039619	1437.37128594333	-1882.32561976673	-13674.0475192101	8960.81834055996	-1744.52958901203	4842.51901443869	10830.6643402546	10938.1978650772	18916.3155235379
LP_002245.2	-12748.9955111145	-8007.09137463762	-15332.4593725697	964.789922209249	-15572.4093095364	21259.687856411	40351.2739138854	-13801.2064143801	-15489.383334979	-14843.764445408	46407.7640149732	27782.0530812715	-7341.09696964454	26379.0596067793	-14333.2449172683	-9690.15961817255	-12166.2106228174	73661.1515436876	-12230.8421819237	-6331.49087430451	-13334.8698699889	-11835.9782902975	56896.2971321906	-7605.33428597868	55765.8176651999
PP_054361.2	5926.17191280579	-1078.22515111436	-5289.46959335657	17347.5831936693	-12600.5131167854	5009.67191490161	10210.896755054	18627.2055975928	-5775.19954138836	-13703.2290846246	20125.5366925764	1663.61325375247	18338.8232508598	16469.6851476362	-10644.0558312128	-7434.53592525391	-6673.53553394518	19109.5055189827	-7965.42044360188	13935.8100048132	-13929.8737466346	-12817.9753754342	24253.2776602661	-8426.22585381541	933.659322116426
PP_044065	-270.618698147824	-8531.59303807254	-21898.0604855121	-5047.03187639476	-15407.1337710519	6986.73579885068	-7272.80613547967	-14602.8046843951	13493.3832920448	-1087.28326279115	-3490.14325962989	-7720.8804395125	-14282.89054878	20934.871254295	2313.72830811911	2486.53798788976	-1122.40538441971	-11707.0077326245	-4256.84171351029	7566.63363505057	-5004.51777404682	15160.9989357226	-201.712223639493	25536.0044266575	15001.0054439837
LP_33820.1	19130.6568883196	36565.9237621257	77887.3873840047	43096.7862433926	105938.662388199	41822.5671431848	67146.1063131074	84158.9651227227	91442.0408373003	97608.1602512062	38107.6553900522	38887.1823526912	120435.852270353	35153.9297807572	48406.617644026	-74163.3212584024	-64380.3879206815	12731.2432878035	-61074.1648586109	-67547.8865147926	-98156.1865366727	-94213.4170084488	-75402.687696777	-96850.4242793174	-93848.400066833
PP_041713.2	21018.271964058	3278.80958136112	10528.3979454788	28354.3531868647	-10380.4388219303	2477.92809104557	15524.7651382109	26719.9713575115	-4342.69545120431	-15795.2498133339	18050.9818299819	4023.21125726586	24224.1379614714	9679.41042887586	-13787.5557904941	-13604.7442154547	-1832.75507185011	24577.1701745022	-14917.3632282694	-1553.80594531904	-21289.6484540099	-11536.3327000853	7153.94098035114	-9836.8784428467	-7147.9877163248
LP_002135.1	-9391.07305608954	-4294.995736795	-12169.0030816325	2803.18965566067	-13545.0444025166	19535.0690663637	28182.0641667372	-12020.8876865006	-13831.8007900311	-13126.5299672403	30231.9758128385	19841.1068034576	-7418.29667698184	21265.1244518867	-13264.7902055818	-6879.35317599075	-11571.3702135378	53913.291710817	-9302.41618005683	-5432.58128426419	-11006.2938504387	-10286.5552077219	40424.1732499574	-5011.07818493057	34227.0140520218
PP_039865	19254.292873302	-2185.7623378319	-19473.8990583853	-2847.80724235609	-20617.5753976893	2093.88944614965	-3837.44206449562	-8930.91413739697	1080.21528966087	-14523.8087200696	-1790.50084814647	-5612.60402929869	-9001.02806142438	-39.5730900533381	-7411.77876634433	-207.299159275775	35.7743040176065	-6704.42118505399	-14356.0361221313	13.0792806788959	8372.13408906605	14488.2404625914	9764.41399489674	31748.3281717141	11066.5392981275
PN_028626.1	-204.246612695409	-17.206462606352	-415.713856100181	11348.6526799645	-3215.75936056938	13635.9791743137	-1499.70347147542	6369.47886047509	-325.99897069684	95.3584619103212	11351.9669416818	6207.78205220359	5580.7806456016	-2491.75217475167	592.261332606679	-3421.97852342689	-2667.49653691975	6686.84468884294	-3490.43894756477	-2358.42462980662	-3402.14364187599	-1110.31242301789	33.5834590815975	-881.643413178741	12523.4157479127
PP_038329.1	6594.6912959058	-2572.56295833901	-10071.923624446	8180.04754222772	-12945.2876310535	5485.37339606405	7398.44441264715	10554.9844009732	-4583.62750609842	-8989.49559736954	12175.8317607084	3518.16805707931	7474.16893746625	10613.9729256822	-6507.38257107885	-7192.79930312102	7622.49451556247	5868.88944302241	-8627.19622156812	12472.9588718159	2848.14386327604	10203.9867622948	11434.8180887886	-2627.80600816301	17547.6974918115
PP_036985.2	22279.0721586542	29816.9411593004	-18246.1012585332	-25781.8885948084	-31290.9983734473	374.677930157559	40126.4807345259	11411.2567827801	-8633.29520169199	-23295.0465226923	43587.870626447	4010.51076153925	2266.61220277952	5093.17068565583	-22060.6865492471	-9126.06236429769	-28281.7994947161	28408.1837652653	-45552.3131852958	-9450.93798205316	-24309.3948962745	-2917.39601442774	23044.7117306991	-3580.99670292926	-2639.00749028575
